"GenusspeciesAmazonfishbase2";"Genusspecies.Amazon.fishbase";"Genusspecies.base.morpho";"EdHd";"MoBd";"JlHd";"EhBd";"BlBd";"HdBd";"PFiBd";"PFlBl";"CFdCPd";"Length";"spAmazFish"
"Anchoviella_carrikeri";"Anchoviella.carrikeri";"Anchoviella.carrikeri";0.5396825397;0.3915252971;0.6647777778;0.4877491539;4.3345575283;0.6725954712;0.1495083647;0.1207891528;2.1041350432;6;"Anchoviella_carrikeri"
"Anchoviella_guianensis";"Anchoviella.guianensis";"Anchoviella.guianensis";0.5151515152;0.6519041681;0.6791212121;0.6919397371;5.22291952;0.6745845173;0.2048692737;0.098258317;3.1063829787;9;"Anchoviella_guianensis"
"Anchoviella_jamesi";"Anchoviella.jamesi";"Anchoviella.jamesi";0.5858232648;0.5860149989;0.5999628759;0.583552722;4.2188898121;0.5908623952;0.2337232142;0.1652943479;2.7542238107;4;"Anchoviella_jamesi"
"Anchoviella_lepidentostole";"Anchoviella.lepidentostole";"Anchoviella.lepidentostole";0.6348400203;0.5492961289;0.8576212544;0.578926628;4.2593549036;0.5282848016;0.1710419304;0.1471095985;2.9600079984;12;"Anchoviella_lepidentostole"
"Anchoviella_nattereri";"Anchoviella.nattereri";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"NO_INFO"
"Ancistrus_bolivianus";"Ancistrus.bolivianus";"Ancistrus.bolivianus";0.2566846977;0;0;0.6256180556;4.6877523148;0.842599537;0;0.2401609;2.287944665;9;"Ancistrus_bolivianus"
"Ancistrus_bufonius";"Ancistrus.bufonius";"Ancistrus.bufonius";0.3135904823;0.247588342;0.3119047759;0.5428475856;4.8089255181;0.5529734009;0.2334761413;0.1956750371;2.3590092418;12;"Ancistrus_bufonius"
"Ancistrus_cirrhosus";"Ancistrus.cirrhosus";"Ancistrus.cirrhosus";0.2683384259;0;0;0.4875186198;5.2708254898;0.7767919988;0;0.3169503106;1.1718754476;9;"NO_INFO"
"Ancistrus_dolichopterus";"Ancistrus.dolichopterus";"Ancistrus.dolichopterus";0.3333870968;0;0;0.6803497637;5.2327755074;0.8492956782;0;0.3287440532;1.8399230769;12;"Ancistrus_dolichopterus"
"Ancistrus_dubius";"Ancistrus.dubius";"Ancistrus.dubius";0.4105668236;0;0;0.7606300813;6.3821341463;0.8978861789;0;0.3281620122;1.5652173913;13;"Ancistrus_dubius"
"Ancistrus_fulvus";"Ancistrus.fulvus";"Ancistrus.fulvus";0.308243649;0.2260281876;0.3216888029;0.5384982354;4.7223359785;0.560310623;0.2106610393;0.2011271728;2.3238501651;9;"NO_INFO"
"Ancistrus_heterorhynchus";"Ancistrus.heterorhynchus";"Ancistrus.heterorhynchus";0.3839299451;0;0;0.8542168157;6.0537525791;0.838161967;0;0.2998821312;2.1668825091;6;"Ancistrus_heterorhynchus"
"Ancistrus_hoplogenys";"Ancistrus.hoplogenys";"Ancistrus.hoplogenys";0.402;0;0;0.5864067797;5.4238305085;0.8305084746;0;0.2802884946;3.5;16;"Ancistrus_hoplogenys"
"Ancistrus_jelskii";"Ancistrus.jelskii";"Ancistrus.jelskii";0.3148310825;0.2424044833;0.3157804776;0.5342785869;4.7085378764;0.5613392573;0.2169354967;0.1969388802;2.3692969767;8;"Ancistrus_jelskii"
"Ancistrus_latifrons";"Ancistrus.latifrons";"Ancistrus.latifrons";0.3246018905;0.2724257899;0.3456734797;0.5233377836;4.5679333932;0.5352970911;0.2561974509;0.1999471321;2.5068090296;15;"Ancistrus_latifrons"
"Ancistrus_leucostictus";"Ancistrus.leucostictus";"Ancistrus.leucostictus";0.4033385001;0;0;0.5319366203;5.0432288919;0.7137021972;0;0.3277516241;2.7143456879;10;"NO_INFO"
"Ancistrus_lineolatus";"Ancistrus.lineolatus";"Ancistrus.lineolatus";0.320147619;0;0;0.5858381295;4.8777446043;0.7553956835;0;0.270677346;1.6980657307;9;"Ancistrus_lineolatus"
"Ancistrus_macrophthalmus";"Ancistrus.macrophthalmus";"Ancistrus.macrophthalmus";0.463721496;0;0;0.7984496124;7.0465271318;0.9494806202;0;0.2344571299;1.5463366521;8;"NO_INFO"
"Ancistrus_maculatus";"Ancistrus.maculatus";"Ancistrus.maculatus";0.3135904823;0.247588342;0.3119047759;0.5428475856;4.8089255181;0.5529734009;0.2334761413;0.1956750371;2.3590092418;12;"NO_INFO"
"Ancistrus_malacops";"Ancistrus.malacops";"Ancistrus.malacops";0.3148310825;0.2424044833;0.3157804776;0.5342785869;4.7085378764;0.5613392573;0.2169354967;0.1969388802;2.3692969767;8;"Ancistrus_malacops"
"Ancistrus_megalostomus";"Ancistrus.megalostomus";"Ancistrus.megalostomus";0.3148310825;0.2424044833;0.3157804776;0.5342785869;4.7085378764;0.5613392573;0.2169354967;0.1969388802;2.3692969767;8;"Ancistrus_megalostomus"
"Ancistrus_montanus";"Ancistrus.montanus";"Ancistrus.montanus";0.2538555556;0;0;0.8260420629;6.2714309005;0.9782077061;0;0.2341149006;1.3114754098;9;"Ancistrus_montanus"
"Ancistrus_nudiceps";"Ancistrus.nudiceps";"Ancistrus.nudiceps";0.3148310825;0.2424044833;0.3157804776;0.5342785869;4.7085378764;0.5613392573;0.2169354967;0.1969388802;2.3692969767;8;"Ancistrus_nudiceps"
"Ancistrus_occidentalis";"Ancistrus.occidentalis";"Ancistrus.occidentalis";0.4410142857;0;0;0.7132221075;5.8367262649;0.7608282159;0;0.3139953222;1.171984375;9;"Ancistrus_occidentalis"
"Ancistrus_occloi";"Ancistrus.occloi";"Ancistrus.occloi";0.3135904823;0.247588342;0.3119047759;0.5428475856;4.8089255181;0.5529734009;0.2334761413;0.1956750371;2.3590092418;12;"Ancistrus_occloi"
"Ancistrus_parecis";"Ancistrus.parecis";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Ancistrus_parecis"
"Ancistrus_ranunculus";"Ancistrus.ranunculus";"Ancistrus.ranunculus";0.2170573597;0;0;0.8203981753;5.9166490438;0.9833237667;0;0.2646249368;2.1054188132;13;"Ancistrus_ranunculus"
"Ancistrus_tamboensis";"Ancistrus.tamboensis";"Ancistrus.tamboensis";0.3062908163;0;0;0.6846294643;5.8035714286;0.875;0;0.2936161538;1.3204027869;8;"Ancistrus_tamboensis"
"Ancistrus_temminckii";"Ancistrus.temminckii";"Ancistrus.temminckii";0.3526907156;0;0;0.5883070175;4.6228421053;0.8158333333;0;0.2850699425;1.6531836735;10;"Ancistrus_temminckii"
"Ancistrus_tombador";"Ancistrus.tombador";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Ancistrus_tombador"
"Ancistrus_variolus";"Ancistrus.variolus";"Ancistrus.variolus";0.3047471162;0.2421492296;0.3267898506;0.528111631;4.7535012371;0.5643283965;0.208446894;0.1915225556;2.2191738573;5;"Ancistrus_variolus"
"Ancistrus_verecundus";"Ancistrus.verecundus";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Ancistrus_verecundus"
"Andinoacara_coeruleopunctatus";"Andinoacara.coeruleopunctatus";"Andinoacara.coeruleopunctatus";0.2116757458;0.3744464779;0.3464227418;0.504346032;2.2217985504;0.7771125536;0.3362434236;0.3414666442;1.6305484095;14;"NO_INFO"
"Anduzedoras_oxyrhynchus";"Anduzedoras.oxyrhynchus";"Anduzedoras.oxyrhynchus";0.5297281553;0;0.3227378641;0.507041958;4.6866503497;0.7202797203;0;0.143839592;5.5066079295;32;"Anduzedoras_oxyrhynchus"
"Anodus_elongatus";"Anodus.elongatus";"Anodus.elongatus";0.499895855;0.4126547455;0.5719433451;0.4016929425;5.4385885092;0.5079885726;0.2323669453;0.1190756438;4.7260033318;30;"Anodus_elongatus"
"Anodus_orinocensis";"Anodus.orinocensis";"Anodus.orinocensis";0.3655049343;0.4666594873;0.5741975017;0.4102500987;3.9333035902;0.4770285585;0.1693050876;0.1242962897;3.5841742555;28;"Anodus_orinocensis"
"Anostomoides_laticeps";"Anostomoides.laticeps";"Anostomoides.laticeps";0.5122465272;0.4206312715;0.3501836181;0.3412693046;3.3227490331;0.4234847051;0.1851959538;0.153664572;2.8332687914;18.394;"Anostomoides_laticeps"
"Anostomoides_passionis";"Anostomoides.passionis";"Anostomoides.passionis";0.3515630572;0.4824146421;0.3634256508;0.4999699738;3.1138394198;0.5613569184;0.2455944859;0.1648388147;2.5504273504;31;"Anostomoides_passionis"
"Anostomus_anostomus";"Anostomus.anostomus";"Anostomus.anostomus";0.6154230769;0.5548111899;0.2449358974;0.4920053385;4.3859471907;0.4082380342;0.3401983618;0.1408160611;2.0173272463;16;"Anostomus_anostomus"
"Anostomus_longus";"Anostomus.longus";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Anostomus_longus"
"Anostomus_ternetzi";"Anostomus.ternetzi";"Anostomus.ternetzi";0.6124668435;0.5924609835;0.3187104673;0.3965840506;4.796096568;0.4375736581;0.2045462662;0.1065653726;3.1333833333;12;"Anostomus_ternetzi"
"Apareiodon_davisi";"Apareiodon.davisi";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"NO_INFO"
"Apareiodon_piracicabae";"Apareiodon.piracicabae";"Apareiodon.piracicabae";0.4247798679;0.2964142458;0.3962627577;0.4617722134;4.9924881488;0.4859122402;0.1223896925;0.1691029674;2.0709334906;12;"NO_INFO"
"Aphanotorulus_unicolor";"Aphanotorulus.unicolor";"Aphanotorulus.unicolor";0.2859057405;0;0;0.627395625;5.0182454669;0.7944602181;0;0.2382462525;2.5495979604;14;"Aphanotorulus_unicolor"
"Aphyocharacidium_bolivianum";"Aphyocharacidium.bolivianum";"Aphyocharacidium.bolivianum";0.5714913367;0.6061096378;0.4532242148;0.5646458173;3.2293008402;0.5076901561;0.2540424658;0.1572136451;2.1248304648;3;"Aphyocharacidium_bolivianum"
"Aphyocharax_agassizii";"Aphyocharax.agassizii";"Aphyocharax.agassizii";0.5475105885;0.4923549813;0.3466266963;0.5048110966;3.3206388263;0.5459478947;0.1775004551;0.1710568586;3.0887322513;3;"Aphyocharax_agassizii"
"Aphyocharax_alburnus";"Aphyocharax.alburnus";"Aphyocharax.alburnus";0.5844155844;0.5026730392;0.4637272727;0.4545508772;4.8540229799;0.5741255769;0.1604718268;0.1521028192;2.3175079365;8;"Aphyocharax_alburnus"
"Aphyocharax_anisitsi";"Aphyocharax.anisitsi";"Aphyocharax.anisitsi";0.5566037736;0.5382523105;0.5621320755;0.5779848223;3.9772635059;0.5309690185;0.2844240739;0.2001408059;2.8607594937;6;"Aphyocharax_anisitsi"
"Aphyocharax_dentatus";"Aphyocharax.dentatus";"Aphyocharax.dentatus";0.563975761;0.518162478;0.4211708574;0.4303999718;4.542985267;0.5069427893;0.1407889975;0.1558964175;2.8783365571;7;"NO_INFO"
"Aphyocharax_nattereri";"Aphyocharax.nattereri";"Aphyocharax.nattereri";0.5001944444;0.6390608181;0.5142222222;0.5695724569;3.8263589882;0.605489774;0.2251581001;0.1937186813;2.9962546816;2;"Aphyocharax_nattereri"
"Aphyocharax_paraguayensis";"Aphyocharax.paraguayensis";"Aphyocharax.paraguayensis";0.5868161961;0.6970701629;0.7590576167;0.6138592724;3.9433121099;0.5778171269;0.2724384332;0.1802663677;4.2068965517;3;"NO_INFO"
"Aphyocharax_pusillus";"Aphyocharax.pusillus";"Aphyocharax.pusillus";0.4666666667;0.6408455309;0.6403166667;0.5889386028;4.2409931158;0.5604491066;0.2595159588;0.1964548442;3.2701520517;6;"Aphyocharax_pusillus"
"Aphyocharax_rathbuni";"Aphyocharax.rathbuni";"Aphyocharax.rathbuni";0.4501627094;0.4507337526;0.5053499926;0.4543019724;3.6372481068;0.63896804;0.1552988491;0.1832299379;4.4825638922;3;"NO_INFO"
"Aphyocheirodon_hemigrammus";"Aphyocheirodon.hemigrammus";"Aphyocheirodon.hemigrammus";0.5212618097;0.4355557684;0.6681360021;0.4469186105;2.8181673453;0.450721325;0.1552848412;0.1987302815;3.1475402197;5;"NO_INFO"
"Aphyodite_grammica";"Aphyodite.grammica";"Aphyodite.grammica";0.5950728901;0.4457777836;0.5689146516;0.4840303984;3.6235913976;0.5030925053;0.1592063513;0.1747046455;2.5319816146;3;"Aphyodite_grammica"
"Aphyolebias_boticarioi";"Aphyolebias.boticarioi";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Aphyolebias_boticarioi"
"Aphyolebias_claudiae";"Aphyolebias.claudiae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Aphyolebias_claudiae"
"Aphyolebias_manuensis";"Aphyolebias.manuensis";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Aphyolebias_manuensis"
"Aphyolebias_obliquus";"Aphyolebias.obliquus";"Aphyolebias.obliquus";0.5331437711;0.7804619048;0.3300026657;0.6510309524;4.3214285714;0.5359047619;0.4484071429;0.2068495868;1.3579185167;5;"Aphyolebias_obliquus"
"Aphyolebias_peruensis";"Aphyolebias.peruensis";"Aphyolebias.peruensis";0.7804878049;0.740545742;0.318;0.5138497491;5.3475152931;0.5636126194;0.3324902055;0.2208377784;2.9733678517;10;"Aphyolebias_peruensis"
"Aphyolebias_rubrocaudatus";"Aphyolebias.rubrocaudatus";"Aphyolebias.rubrocaudatus";0.5378240922;0.7248170744;0.3386918946;0.614335877;4.42817349;0.5515624693;0.3733448418;0.1776330653;2.1563828965;6;"Aphyolebias_rubrocaudatus"
"Aphyolebias_schleseri";"Aphyolebias.schleseri";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Aphyolebias_schleseri"
"Aphyolebias_wischmanni";"Aphyolebias.wischmanni";"Aphyolebias.wischmanni";0.5217230662;0.7532091447;0.3381039317;0.5649263374;4.9153577945;0.5974950167;0.2662892094;0.2673979464;2.2438667614;13;"NO_INFO"
"Apionichthys_dumerili";"Apionichthys.dumerili";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Apionichthys_dumerili"
"Apionichthys_finis";"Apionichthys.finis";"Apionichthys.finis";0.4345114564;0.4533676741;0.4193777016;0.5517363;4.0414972552;0.5512921955;0.2883016678;0.1542526781;1.4656125867;9;"Apionichthys_finis"
"Apionichthys_menezesi";"Apionichthys.menezesi";"Apionichthys.menezesi";0.3596166175;0.4219831052;0.4832410054;0.5293412395;11.7407636664;0.5473938777;0.3123438245;0;1.1834355716;6;"Apionichthys_menezesi"
"Apionichthys_nattereri";"Apionichthys.nattereri";"Apionichthys.nattereri";0.392805773;0.4426112877;0.4136589059;0.5417442012;3.7819752461;0.5052694173;0.2946365528;0.1508330064;1.858327047;23;"Apionichthys_nattereri"
"Apionichthys_rosai";"Apionichthys.rosai";"Apionichthys.rosai";0.4012651362;0.4091257471;0.4951573643;0.5440607354;11.3524331732;0.5605574557;0.326957498;0;1.3881882847;3;"Apionichthys_rosai"
"Apionichthys_seripierriae";"Apionichthys.seripierriae";"Apionichthys.seripierriae";0.3416457663;0.4209822367;0.5206540115;0.5361248367;11.723696823;0.5586939445;0.3177788791;0;1.2280305338;9;"Apionichthys_seripierriae"
"Apistogramma_acrensis";"Apistogramma.acrensis";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Apistogramma_acrensis"
"Apistogramma_agassizii";"Apistogramma.agassizii";"Apistogramma.agassizii";0.5441702218;0.4562844698;0.5067182329;0.5323622452;3.2958478941;0.6230891535;0.3231918382;0.172781407;2.7884382402;4;"Apistogramma_agassizii"
"Apistogramma_alacrina";"Apistogramma.alacrina";"Apistogramma.alacrina";0.3578039479;0.3964166007;0.3730578113;0.6375743144;2.5464398431;0.7762862805;0.4403242511;0.2977034207;2.6269167012;15.9791;"Apistogramma_alacrina"
"Apistogramma_angayuara";"Apistogramma.angayuara";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Apistogramma_angayuara"
"Apistogramma_arua";"Apistogramma.arua";"Apistogramma.arua";0.3894736842;0.4517567787;0.5263157895;0.6413827168;2.9193636377;0.7003523878;0.3827610103;0.2607247475;2.8380423395;4;"Apistogramma_arua"
"Apistogramma_atahualpa";"Apistogramma.atahualpa";"Apistogramma.atahualpa";0.3680191902;0.402487117;0.4936550262;0.5650693443;2.8581796491;0.7736491525;0.3254958493;0.2330834696;1.7482537134;4;"Apistogramma_atahualpa"
"Apistogramma_baenschi";"Apistogramma.baenschi";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Apistogramma_baenschi"
"Apistogramma_barlowi";"Apistogramma.barlowi";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Apistogramma_barlowi"
"Apistogramma_bitaeniata";"Apistogramma.bitaeniata";"Apistogramma.bitaeniata";0.483113498;0.547410822;0.4181291149;0.6337239359;3.2310945488;0.6390803607;0.3991900741;0.2039128802;2.9435796459;5;"Apistogramma_bitaeniata"
"Apistogramma_brevis";"Apistogramma.brevis";"Apistogramma.brevis";0.3777777778;0.3859729218;0.4423555556;0.5578948156;2.9413679807;0.673587151;0.3441880655;0.1691657867;1.4481374858;4;"Apistogramma_brevis"
"Apistogramma_cacatuoides";"Apistogramma.cacatuoides";"Apistogramma.cacatuoides";0.5535714286;0.4021564023;0.4824821429;0.5217061691;2.9798153159;0.5896412665;0.2882292862;0.1963908382;2.665829861;5;"Apistogramma_cacatuoides"
"Apistogramma_cinilabra";"Apistogramma.cinilabra";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Apistogramma_cinilabra"
"Apistogramma_cruzi";"Apistogramma.cruzi";"Apistogramma.cruzi";0.5055713975;0.4039861019;0.4633478774;0.5116034213;2.5145267278;0.5408179065;0.2934640563;0.2671490993;1.8491861149;5;"Apistogramma_cruzi"
"Apistogramma_diplotaenia";"Apistogramma.diplotaenia";"Apistogramma.diplotaenia";0.4117356422;0.4104739011;0.5375502906;0.6462826236;3.6229395604;0.729790522;0.4191964286;0.1873388626;1.9298245614;4;"Apistogramma_diplotaenia"
"Apistogramma_elizabethae";"Apistogramma.elizabethae";"Apistogramma.elizabethae";0.4117647059;0.5347242785;0.5172689076;0.6572671571;3.2458374143;0.6776302303;0.4097271257;0.2387089304;3.15097645;4;"Apistogramma_elizabethae"
"Apistogramma_eremnopyge";"Apistogramma.eremnopyge";"Apistogramma.eremnopyge";0.3718120938;0.5149395246;0.3986586594;0.5968281475;2.9180829682;0.7190431886;0.3650045099;0.2532266976;1.9480769231;3;"Apistogramma_eremnopyge"
"Apistogramma_erythrura";"Apistogramma.erythrura";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Apistogramma_erythrura"
"Apistogramma_eunotus";"Apistogramma.eunotus";"Apistogramma.eunotus";0.5565190777;0.4706304705;0.400183636;0.5369369985;2.8264040846;0.5585567104;0.2977867433;0.1819556452;2.3754251072;5;"Apistogramma_eunotus"
"Apistogramma_geisleri";"Apistogramma.geisleri";"Apistogramma.geisleri";0.4236259501;0.4252461714;0.5151967528;0.5368394511;2.6287124771;0.6800501632;0.3131021578;0.1851613457;2.2803314263;3;"Apistogramma_geisleri"
"Apistogramma_gephyra";"Apistogramma.gephyra";"Apistogramma.gephyra";0.4494079051;0.4964526843;0.4935847022;0.6135764739;3.2588526967;0.6939173281;0.3617092604;0.1952368421;2.3967480922;4;"Apistogramma_gephyra"
"Apistogramma_gibbiceps";"Apistogramma.gibbiceps";"Apistogramma.gibbiceps";0.4243422049;0.4735812688;0.381152467;0.6203016044;2.9550994954;0.7016058167;0.3735118204;0.2142901679;2.5195575634;5;"Apistogramma_gibbiceps"
"Apistogramma_hippolytae";"Apistogramma.hippolytae";"Apistogramma.hippolytae";0.3888888889;0.4864796326;0.2549722222;0.5675548751;2.7050315115;0.6762531817;0.2928082353;0.1239331671;2.7386590909;5;"Apistogramma_hippolytae"
"Apistogramma_huascar";"Apistogramma.huascar";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Apistogramma_huascar"
"Apistogramma_inconspicua";"Apistogramma.inconspicua";"Apistogramma.inconspicua";0.4403669725;0.4628407055;0.4847614679;0.555456003;2.9011735223;0.7342935288;0.2676600962;0.2532717529;2.3931779439;4;"Apistogramma_inconspicua"
"Apistogramma_iniridae";"Apistogramma.iniridae";"Apistogramma.iniridae";0.4855159621;0.4038994731;0.5638558407;0.581069636;3.1739785502;0.6152056272;0.3809876169;0.1535635438;1.9166666667;5;"Apistogramma_iniridae"
"Apistogramma_juruensis";"Apistogramma.juruensis";"Apistogramma.juruensis";0.3852455478;0.5260793169;0.5131030761;0.6400761417;2.8878681854;0.7140214862;0.3453736956;0.2198337977;3.2004568075;2;"Apistogramma_juruensis"
"Apistogramma_linkei";"Apistogramma.linkei";"Apistogramma.linkei";0.4578917307;0.3981692769;0.4114256098;0.5082597078;2.5874566861;0.6146314825;0.3486305333;0.2418592965;2.3883573354;4;"Apistogramma_linkei"
"Apistogramma_luelingi";"Apistogramma.luelingi";"Apistogramma.luelingi";0.3935209072;0.5211696553;0.4237537462;0.6262292937;2.8982838951;0.6621141308;0.34069153;0.1975508034;2.764009555;3;"Apistogramma_luelingi"
"Apistogramma_martini";"Apistogramma.martini";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Apistogramma_martini"
"Apistogramma_meinkeni";"Apistogramma.meinkeni";"Apistogramma.meinkeni";0.4390440117;0.3678204447;0.5697270361;0.555481113;3.3579527662;0.6517692638;0.3161808079;0.1722041015;2.0451338983;4;"Apistogramma_meinkeni"
"Apistogramma_mendezi";"Apistogramma.mendezi";"Apistogramma.mendezi";0.4544885368;0.4354831586;0.6161805888;0.5582675774;3.3352225886;0.6466111177;0.3721808385;0.2275849132;1.8589404214;11.1934;"Apistogramma_mendezi"
"Apistogramma_moae";"Apistogramma.moae";"Apistogramma.moae";0.4672795636;0.4035915806;0.5003477429;0.5261658834;2.6731553928;0.6196183525;0.3402440174;0.2015108274;1.9523809524;5;"Apistogramma_moae"
"Apistogramma_nijsseni";"Apistogramma.nijsseni";"Apistogramma.nijsseni";0.2971884058;0.44355771;0.4216594203;0.5698568628;2.5235704433;0.7706956925;0.3727542318;0.2326320961;2.1077006065;4;"Apistogramma_nijsseni"
"Apistogramma_norberti";"Apistogramma.norberti";"Apistogramma.norberti";0.3918522611;0.5225831088;0.5559971098;0.6471490902;3.0196590081;0.6655210698;0.3317634413;0.1778119167;2.4674481202;4;"Apistogramma_norberti"
"Apistogramma_panduro";"Apistogramma.panduro";"Apistogramma.panduro";0.4700864957;0.4047538795;0.5060346983;0.553579994;2.9039501147;0.648229773;0.3186084499;0.2455446826;1.7184366197;5;"Apistogramma_panduro"
"Apistogramma_pantalone";"Apistogramma.pantalone";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Apistogramma_pantalone"
"Apistogramma_paucisquamis";"Apistogramma.paucisquamis";"Apistogramma.paucisquamis";0.4192065929;0.4868601301;0.593884292;0.6614416854;3.1853359366;0.7126627722;0.4328362909;0.2032130896;2.6959718129;3;"Apistogramma_paucisquamis"
"Apistogramma_payaminonis";"Apistogramma.payaminonis";"Apistogramma.payaminonis";0.303030303;0.4367830407;0.5428282828;0.5653894585;2.6775775942;0.6849599402;0.388669794;0.1735886987;1.9071259914;4;"Apistogramma_payaminonis"
"Apistogramma_personata";"Apistogramma.personata";"Apistogramma.personata";0.4425824441;0.4884004316;0.4563725964;0.6592498884;3.0862944635;0.6738632981;0.4328304063;0.2240089844;2.3968216275;5;"Apistogramma_personata"
"Apistogramma_pertensis";"Apistogramma.pertensis";"Apistogramma.pertensis";0.4204935731;0.5190040907;0.5314533308;0.6471592344;3.5351749912;0.6970052018;0.3428816726;0.1840142857;2.4040756419;4;"Apistogramma_pertensis"
"Apistogramma_playayacu";"Apistogramma.playayacu";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Apistogramma_playayacu"
"Apistogramma_pulchra";"Apistogramma.pulchra";"Apistogramma.pulchra";0.5694432217;0.4476196895;0.5431449737;0.5071705122;3.4287928827;0.5954408274;0.3175245071;0.2140515488;2.531557144;3;"Apistogramma_pulchra"
