Genusspecies Amazon fishbase;Genusspecies base morpho;EdHd;MoBd;JlHd;EhBd;BlBd;HdBd;PFiBd;PFlBl;CFdCPd;Length
Pimelodella.hasemani;Pimelodella.hasemani;0,4683547117;0,2577375877;0,2335857253;0,5153279387;5,8229603136;0,5521708189;0,1963154052;0,15485956;2,8427656684;17,671
Pimelodella.howesi;Pimelodella.howesi;0,3915812294;0,251098047;0,2727131953;0,5025743416;6,2439301616;0,5833179651;0,2424924445;0,1734589869;2,8350327304;22,3904
Pimelodella.itapicuruensis;;;;;;;;;;;
Pimelodella.lateristriga;Pimelodella.lateristriga;0,3680458701;0,3510358202;0,3062722765;0,48436316;4,1955664582;0,6630277032;0,1103504964;0,1944035436;3,2243035852;15
Pimelodella.montana;Pimelodella.montana;0,5112783639;0,193609432;0,2239992832;0,470170996;5,1590426401;0,6077846757;0,1234411589;0,1035066052;2,2837726297;15,555
Pimelodella.mucosa;Pimelodella.mucosa;0,3332247212;0,253249606;0,2007236104;0,5619168139;4,8800940738;0,5642400076;0,2390764529;0,140946562;2,9937434125;29,232
Pimelodella.nigrofasciata;;;;;;;;;;;
Pimelodella.ophthalmica;Pimelodella.ophthalmica;0,3187788678;0,2482095064;0,2842900902;0,5576212634;4,7203877613;0,580959466;0,2447141605;0,1993411641;2,7678583207;14
Pimelodella.peruana;Pimelodella.peruana;0,4658118825;0,3054299971;0,1421695668;0,6427355445;7,1742588788;0,7531405929;0,2932345172;0,1743240313;2,6160330174;15,5063333333
Pimelodella.peruensis;;;;;;;;;;;
Pimelodella.roccae;Pimelodella.roccae;0,3061288047;0,3190769741;0,2439954493;0,5871016324;5,2040848234;0,5020325203;0,3276122832;0,1565726394;2,2875096098;27,343
Pimelodella.serrata;Pimelodella.serrata;0,3534517759;0,1636351736;0,1769646026;0,4072861288;4,4441404063;0,4836473917;0,1854895601;0,1646658853;2,3706499475;44,702
Pimelodella.steindachneri;Pimelodella.steindachneri;0,3671436702;0,4322480262;0,1633524212;0,5965851353;5,619834803;0,6409329646;0,1837006652;0,1753626231;2,8067925449;15
Pimelodella.taenioptera;Pimelodella.taenioptera;0,3195876289;0,18125;0,344556701;0,39375;5,06543125;0,60625;0,1375;0,1679669426;2,0986219376;17,7972
Pimelodella.yuncensis;;;;;;;;;;;
Pimelodina.flavipinnis;Pimelodina.flavipinnis;0,2058788242;0,2079168082;0,3025994801;0,467524455;5,4723796921;0,4471646489;0,277168762;0,1521747655;2,2955681818;35,304
Pimelodus.albofasciatus;Pimelodus.albofasciatus;0,3833376339;0,2730852613;0,2096503677;0,5723298669;4,1541529758;0,5251177128;0,2619999323;0,2181274068;3,650075;25
Pimelodus.altissimus;Pimelodus.altissimus;0,3165226591;0,3469023828;0,3532200866;0,5363566487;4,786594927;0,523074558;0,1693569049;0,1457353785;2,9947464723;45,2295
Pimelodus.blochii;Pimelodus.blochii;0,3032712403;0,3592757495;0,3386490989;0,5201395073;3,6490204809;0,4899821906;0,1439893143;0,1272232187;4,3644331814;35
Pimelodus.jivaro;Pimelodus.jivaro;0,2927559194;0,2278094893;0,3261538083;0,4790855003;4,4864043168;0,5718643351;0,1349702516;0,2020428679;3,2132561772;24,1195
Pimelodus.maculatus;Pimelodus.maculatus;0,3764530551;0,3889172299;0,2854212326;0,5713158398;3,770254113;0,4546215406;0,2222213366;0,1839446428;2,8001;37
Pimelodus.microstoma;Pimelodus.microstoma;0,2981528392;0,1872776078;0,2647412311;0,5183115883;4,7027904364;0,5626963814;0,1281082881;0,2095927945;2,6460301182;15
Pimelodus.ornatus;Pimelodus.ornatus;0,4096538462;0,131004194;0,2695384615;0,4636306085;4,6450977289;0,6172351033;0,095877186;0,1720695535;3,4598918919;38
Pimelodus.pictus;Pimelodus.pictus;0,4137540984;0,3070455422;0,2229672131;0,6316246091;4,9192301101;0,6533567542;0,1576839039;0,206948282;5,015689838;11
Pimelodus.tetramerus;;;;;;;;;;;
Pinirampus.pirinampu;Pinirampus.pirinampu;0,151635076;0,3427897235;0,2667360966;0,5274102748;4,2690829069;0,4243002713;0,2226582178;0,224115052;2,9477353703;120
Pituna.compacta;Pituna.compacta;0,4942745278;0,4263935494;0,3530462133;0,4117293534;3,9402914809;0,6114388741;0,3055341313;0,2438437232;1,7987856225;4
Pituna.xinguensis;;;;;;;;;;;
Plagioscion.auratus;Plagioscion.auratus;0,3194123849;0,4362063287;0,7323387763;0,5662195029;3,2434888906;0,4445162271;0,4443515492;0,2070943868;2,4148292907;20
Plagioscion.montei;Plagioscion.montei;0,333498689;0,2684421827;0,4101055914;0,4657540684;3,1406426231;0,4736760836;0,4262782641;0,2837849104;1,7073962439;28
Plagioscion.squamosissimus;Plagioscion.squamosissimus;0,2274481525;0,3822597817;1,0202983321;0,546086347;3,1730048206;0,4951695134;0,4336262704;0,2492956044;2,2837395607;80
Plagioscion.surinamensis;Plagioscion.surinamensis;0,4319482785;0,3631664656;0,2511860801;0,525880579;3,1692340169;0,5046984318;0,4008986731;0,2166315545;1,6515672828;70
Planiloricaria.cryptodon;Planiloricaria.cryptodon;0,1952411144;0;0;0,5061887571;13,5719074633;0,9877329993;0;0,1555630349;2,7068027211;22
Platydoras.armatulus;Platydoras.armatulus;0,3001302824;0,4741734349;0,2240984581;0,7172614254;4,0756505533;0,6063318225;0,2913512643;0,2731173083;1,7367733508;20
Platydoras.costatus;Platydoras.costatus;0,2943242256;0,2333322644;0,3095087485;0,5416198997;4,7151118665;0,526590343;0,3120183006;0,1984044217;3,4915351603;24
Platydoras.hancockii;;;;;;;;;;;
Platynematichthys.notatus;Platynematichthys.notatus;0,2912549266;0,2761710847;0,3532586965;0,4601857135;5,0578409504;0,4540903668;0,1507236603;0,1540384615;3,4622385609;80
Platysilurus.malarmo;Platysilurus.malarmo;0,2261224403;0,4047435949;0,4424102331;0,6713981987;5,4712548718;0,6715505727;0,2047526421;0,1693732591;2,6176741516;70
Platysilurus.mucosus;Platysilurus.mucosus;0,2619059381;0,3773077587;0,460774627;0,6909328809;5,1318513832;0,5821015701;0,3272703744;0,1515311983;4,1923076923;20
Platystacus.cotylephorus;Platystacus.cotylephorus;0,2603361345;0,2639909233;0,5854636459;0,6602751383;12,5701886257;0,5063111615;0,5094312863;0,1205247742;3,9219457014;32
Platystomatichthys.sturio;Platystomatichthys.sturio;0,2354576271;0,3212123605;0,7428644068;0,7304432512;7,4910244262;0,7764792588;0,3937407875;0,1429558234;2,3270805206;40
Platyurosternarchus.crypticus;;;;;;;;;;;
Platyurosternarchus.macrostomus;Platyurosternarchus.macrostomus;0,1719294277;0,2016963846;0,8836688532;0,5469678684;12,1861433598;0,5009830418;0,4563920382;0,0613985044;1,7395314393;40
Plectrochilus.diabolicus;Plectrochilus.diabolicus;0,2211616196;0,2184335054;0,4062620712;0,5117094909;6,8123292276;0,4424653284;0,3965367144;0,1248086281;2,1600571728;5
Plectrochilus.machadoi;Plectrochilus.machadoi;0,308243649;0,2260281876;0,3216888029;0,5384982354;4,7223359785;0,560310623;0,2106610393;0,2011271728;2,3238501651;9
Plectrochilus.wieneri;;;;;;;;;;;
Plesiolebias.altamira;;;;;;;;;;;
Plesiotrygon.iwamae;;;;;;;;;;;
Plesiotrygon.nana;;;;;;;;;;;
Pnictes.asphyxiatus;Pnictes.asphyxiatus;0,4390221441;0,4469381969;0,4329972799;0,5310658679;3,8428888189;0,5345705883;0,2553204272;0,1534239853;2,0673510475;10
Poecilia.parae;Poecilia.parae;0,6104005967;0,6808241198;0,3283173045;0,5484985231;3,9651711562;0,5194385572;0,4059744788;0,1866842994;1,4089131631;5
Poecilia.reticulata;Poecilia.reticulata;0,5841717526;0,8071996789;0,3681173399;0,6596573493;3,8670540797;0,5485786746;0,4526620201;0,1492954557;1,6929866341;6
Poecilocharax.weitzmani;Poecilocharax.weitzmani;0,5140833333;0,3701082786;0,4278611111;0,4662491571;3,4336105535;0,5580573404;0,2597834427;0,1702817259;2,9575668259;4
Poptella.brevispina;Poptella.brevispina;0,6589744064;0,5126261032;0,4141347595;0,5101198217;1,7653476598;0,3411383695;0,2171689751;0,2646657459;3,2085040343;8
Poptella.compressa;Poptella.compressa;0,4469363636;0,5886497134;0,3258818182;0,5456194211;1,6612021082;0,3904101081;0,2667814236;0,2390311333;4,780697114;7
Porotergus.duende;;;;;;;;;;;
Porotergus.gimbeli;Porotergus.gimbeli;0,1516123499;0,4689008272;0,5746140652;0,5877206447;8,2374093971;0,4971433444;0,4294192888;0,0699668013;1,5;24
Porotergus.gymnotus;Porotergus.gymnotus;0,095005236;0,2786531745;0,7239063142;0,6098058154;7,8079044014;0,6086293647;0,5327693483;0,0829312954;2,446798571;85
Potamorhina.altamazonica;Potamorhina.altamazonica;0,3772928493;0,5400886929;0,4020728087;0,4660655077;2,6952272035;0,3949425306;0,1760488058;0,1649063147;2,9085274281;27
Potamorhina.laticeps;;;;;;;;;;;
Potamorhina.latior;Potamorhina.latior;0,3976233484;0,508932966;0,4104040989;0,4800477502;2,7842093664;0,3233168044;0,2800073462;0,1459800185;3,100722964;20
Potamorhina.pristigaster;Potamorhina.pristigaster;0,4350660222;0,5167421751;0,3747635344;0,5390368579;2,9532486706;0,460783127;0,2272699759;0,1843367965;2,948838698;22
Potamorhina.squamoralevis;Potamorhina.squamoralevis;0,4916552297;0,5055762996;0,3793439401;0,4592387713;2,6522042441;0,3627529618;0,1877318336;0,1666682116;2,9322266841;23
Potamorrhaphis.eigenmanni;Potamorrhaphis.eigenmanni;0,6717127693;0,5817181771;6,2129048505;0,5998749556;21,9789874787;0,8723364707;0,6732624749;0,0708508828;2,0420337828;23
Potamorrhaphis.guianensis;Potamorrhaphis.guianensis;0,666821287;0,727672455;7,0603441005;0,5613509638;20,3672454994;0,7555838776;0,4733471404;0,0648018072;2,4977249224;29
Potamorrhaphis.petersi;Potamorrhaphis.petersi;0,6826304348;0,689457904;6,3024782609;0,6205672537;19,8515008443;0,7926387979;0,6547885722;0,0664295845;4,0007692308;25
Potamotrygon.constellata;;;;;;;;;;;
Potamotrygon.falkneri;;;;;;;;;;;
Potamotrygon.henlei;;;;;;;;;;;
Potamotrygon.humerosa;;;;;;;;;;;
Potamotrygon.hystrix;;;;;;;;;;;
Potamotrygon.leopoldi;;;;;;;;;;;
Potamotrygon.motoro;;;;;;;;;;;
Potamotrygon.orbignyi;;;;;;;;;;;
Potamotrygon.schroederi;;;;;;;;;;;
Potamotrygon.scobina;;;;;;;;;;;
Potamotrygon.tatianae;;;;;;;;;;;
Potamotrygon.tigrina;;;;;;;;;;;
Priocharax.ariel;Priocharax.ariel;0,4854846997;0,3237470308;0,2726792647;0,4689977157;4,4412581112;0,6376468661;0,1846045828;0,179242138;2,8044634146;2
Priocharax.pygmaeus;Priocharax.pygmaeus;0,5240878198;0,3998166866;0,1655947924;0,5249491263;4,4761608449;0,6445989808;0,2127079787;0,2071238734;1,4076975312;2
Prionobrama.filigera;Prionobrama.filigera;0,4737993696;0,6866978113;0,4690895605;0,5879813132;3,8129308131;0,5615407576;0,2961356111;0,2137097729;3,8064731196;6
Pristella.maxillaris;Pristella.maxillaris;0,488877099;0,4737819706;0,2649138176;0,4478572214;2,6557623453;0,4952097565;0,1456686178;0,1862544805;4,3568231574;4
Pristigaster.cayana;Pristigaster.cayana;0,2027634135;0,8492137467;0,2588141946;0,7826367084;1,873821479;0,7849432807;0,483473861;0,1922361032;2,6477403246;14
Pristigaster.whiteheadi;Pristigaster.whiteheadi;0,2968724138;0,7928885884;0,3828206897;0,7642886565;1,9175144821;0,6904745465;0,5023797562;0,2162280626;2,5374183624;21,94
Pristis.pectinata;;;;;;;;;;;
Pristis.pristis;;;;;;;;;;;
Pristobrycon.aureus;;;;;;;;;;;
Pristobrycon.calmoni;Pristobrycon.calmoni;0,4019301263;0,5038827692;0,3825941175;0,5455040535;1,4420557776;0,3388871554;0,3026882069;0,2197070681;3,7265771198;15
Pristobrycon.maculipinnis;Pristobrycon.maculipinnis;0,338114408;0,5098739751;0,3434139407;0,5163406859;1,9526765091;0,4798130563;0,167752894;0,1904060635;4,991056099;25
Pristobrycon.striolatus;Pristobrycon.striolatus;0,2828593769;0,4668126848;0,2629984773;0,5575892423;1,7176249254;0,4217229218;0,2764151729;0,1762348586;5,8205982621;15
Prochilodus.britskii;Prochilodus.britskii;0,3279944721;0,3915279048;0,3602545327;0,4546722823;3,4492979554;0,5123947726;0,1818340353;0,1689404815;1,3373733031;24
Prochilodus.lineatus;Prochilodus.lineatus;0,3029483183;0,3750320558;0,3916667367;0,4935389657;2,7925309873;0,4239101012;0,2457009546;0,1738604724;2,3173370787;62
Prochilodus.magdalenae;Prochilodus.magdalenae;0,3618568425;0,4341128728;0,3763311162;0,4646099662;3,0286812825;0,3536200446;0,2358421585;0,1942263238;3,2213054535;30
Prochilodus.mariae;Prochilodus.mariae;0,3561226464;0,4460539648;0,3011671395;0,5041468083;2,6056913402;0,3325595484;0,2842667896;0,182717711;2,5209642857;37
Prochilodus.nigricans;Prochilodus.nigricans;0,4262947663;0,4201010139;0,301380829;0,4879227319;2,6506273806;0,4022224811;0,2516291674;0,190375464;3,3370088017;37
Prochilodus.reticulatus;Prochilodus.reticulatus;0,5158627805;0,4384567495;0,2245292752;0,5255685951;2,7811556342;0,3609218542;0,2582576467;0,1795878661;2,6425957923;28
Prochilodus.rubrotaeniatus;Prochilodus.rubrotaeniatus;0,4848325412;0,4687350333;0,3267545669;0,4667613802;2,6089995215;0,4265241017;0,2033440182;0,2179995337;2,0293608957;32
Prodontocharax.alleni;Prodontocharax.alleni;0,5620626316;0,5013215499;0,3417787114;0,5040637579;3,1897029806;0,5373482762;0,1770026745;0,1710996564;3,2391449577;4
Prodontocharax.howesi;Prodontocharax.howesi;0,4353854224;0,559980862;0,2580649007;0,6297958181;3,5973064539;0,5423428549;0,2100590951;0,1699267229;2,8598932238;4
Prodontocharax.melanotus;Prodontocharax.melanotus;0,5067431809;0,3141963631;0,3716338301;0,423504884;3,0844523377;0,5341955909;0,1676410245;0,1751435093;1,92166;5
Propimelodus.caesius;;;;;;;;;;;
Propimelodus.eigenmanni;Propimelodus.eigenmanni;0,2236186646;0,2374280953;0,2068004205;0,4747271652;4,699897855;0,4705338423;0,1415945379;0,1328074598;3,1401189811;52,115
Psectrogaster.amazonica;Psectrogaster.amazonica;0,4775238095;0,5724823179;0,2906309524;0,5156057417;2,3465688226;0,3982024006;0,2293693232;0,1980711267;2,8710874574;17
Psectrogaster.ciliata;Psectrogaster.ciliata;0,3555131579;0,4823020413;0,3236447368;0,4775748425;2,643985017;0,4413600859;0,2097041145;0,1950751294;4,0208428419;13
Psectrogaster.curviventris;Psectrogaster.curviventris;0,5992519685;0,5130184943;0,3167244094;0,5198199271;2,0983799929;0,3435886892;0,234276083;0,2198048013;3,1362353621;17
Psectrogaster.essequibensis;Psectrogaster.essequibensis;0,4867646377;0,5638542119;0,3222266005;0,4998928569;2,7809199611;0,5282704659;0,1138471711;0,1317456893;4,5303521543;17
Psectrogaster.falcata;Psectrogaster.falcata;0,4387671543;0,5007490371;0,3631109465;0,5173920595;2,8184620379;0,4673459613;0,2222618093;0,1833499554;2,7906823468;17
Psectrogaster.rhomboides;;;;;;;;;;;
Psectrogaster.rutiloides;Psectrogaster.rutiloides;0,44;0,5429071804;0,3489733333;0,486574233;2,8336135823;0,436373792;0,1622263209;0,2004492666;3,5195160968;14
Psellogrammus.kennedyi;Psellogrammus.kennedyi;0,5003477429;0,6085234231;0,330507922;0,5297938057;2,3305850681;0,4562252421;0,1593332771;0,2193662436;3,2456310483;7
Pseudacanthicus.histrix;Pseudacanthicus.histrix;0,3016545843;0,3285253644;0,3917462158;0,4764845504;4,4444570004;0,4892980654;0,2293750775;0,1879784221;2,7594775671;90
Pseudacanthicus.spinosus;Pseudacanthicus.spinosus;0,1818181818;0;0;0,6641669791;4,3128202725;0,7733408324;0;0,3134900654;2,8265695802;26
Pseudanos.gracilis;Pseudanos.gracilis;0,4302194644;0,481577761;0,3464863418;0,5022799586;2,8564078439;0,461350595;0,2081081736;0,179941711;2,8550522794;18
Pseudanos.irinae;Pseudanos.irinae;0,4467857143;0,6014628099;0,2157678571;0,5115371901;3,6042561983;0,4628099174;0,2390909091;0,1511619642;3,4455126752;14,9926
Pseudanos.trimaculatus;Pseudanos.trimaculatus;0,5048783091;0,4709891701;0,2777433817;0,3606388784;3,7554254292;0,4915417873;0,1258027956;0,1499684236;2,9071645509;12
Pseudanos.winterbottomi;;;;;;;;;;;
Pseudepapterus.cucuhyensis;Pseudepapterus.cucuhyensis;0,3026270066;0,2358568556;0,3261794293;0,5290040886;4,789463795;0,5722677284;0,2166481623;0,195715665;2,2817948724;6
Pseudepapterus.hasemani;Pseudepapterus.hasemani;0,3303063452;0,2275114997;0,3147140318;0,5430510252;4,8058052705;0,565762104;0,2186982933;0,1965593413;2,3228177952;10
Pseudobunocephalus.amazonicus;Pseudobunocephalus.amazonicus;0,3091025418;0,2171305285;0,3269109093;0,5278056868;4,6908711416;0,5869292847;0,1784816951;0,2053313828;2,1778495336;4
Pseudobunocephalus.bifidus;Pseudobunocephalus.bifidus;0,2529702388;0,3993389278;0,5954593577;0,7188999246;7,7018275757;0,5456091652;0,477335815;0,1127685151;1,9032258065;4
Pseudobunocephalus.iheringii;Pseudobunocephalus.iheringii;0,2874032446;0,5053646362;0,3454186043;0,681388342;7,8157627827;0,6564544677;0,2122486725;0,1772061069;2,3887038866;6
Pseudobunocephalus.quadriradiatus;Pseudobunocephalus.quadriradiatus;0,1777919698;0,4542678271;0,3957036269;0,6146587265;6,4132692014;0,5499160177;0,2501297908;0,1644385186;1,9566212897;3
Pseudobunocephalus.rugosus;Pseudobunocephalus.rugosus;0,2895435069;0,4789510738;0,3994059982;0,745856646;7,664741659;0,7202051695;0,5297670406;0,1708466851;2,1014396213;3
Pseudocurimata.peruana;;;;;;;;;;;
Pseudocurimata.troschelii;Pseudocurimata.troschelii;0,4504608295;0,3057293907;0,3687900416;0,4018274661;3,0935102058;0,4938182525;0,1594627222;0,1592356688;2,2843364416;16
Pseudohemiodon.amazonum;Pseudohemiodon.amazonum;0,308243649;0,2260281876;0,3216888029;0,5384982354;4,7223359785;0,560310623;0,2106610393;0,2011271728;2,3238501651;9
Pseudohemiodon.apithanos;Pseudohemiodon.apithanos;0,3083404063;0;0;0,7222631888;10,2673944833;0,8025334017;0;0,1614513372;6,0634484997;14
Pseudohemiodon.lamina;Pseudohemiodon.lamina;0,2983435674;0,2616233087;0,3400310882;0,5348627709;4,5931110813;0,5494754974;0,2413336176;0,2035913803;2,6238140378;16
Pseudohemiodon.laticeps;Pseudohemiodon.laticeps;0,2956412687;0;0;0,5696882402;11,0054926061;0,64828116;0;0,1662664731;8,2043184266;30
Pseudohemiodon.thorectes;Pseudohemiodon.thorectes;0,2922343999;0;0;0,6003782051;11,4818012821;0,7118012821;0;0,1507497093;7,7195416012;12
Pseudolithoxus.anthrax;Pseudolithoxus.anthrax;0,3788085106;0;0;0,5988695652;5,6673333333;0,6811594203;0;0,3957130363;3,2;12
Pseudolithoxus.dumus;Pseudolithoxus.dumus;0,3938054721;0;0;0,7444998438;5,6972771009;0,7492983443;0;0,3703243914;3,1066045383;10
Pseudolithoxus.nicoi;Pseudolithoxus.nicoi;0,3204006041;0,250723637;0,2891695718;0,5473823599;4,8024926129;0,5579410925;0,2419250019;0,1906940181;2,3700053564;11
Pseudolithoxus.tigris;Pseudolithoxus.tigris;0,3679243964;0;0;0,7399737937;6,0619640928;0,8221765017;0;0,2546765946;2,0278240741;9
Pseudoloricaria.laeviuscula;Pseudoloricaria.laeviuscula;0,2728480295;0;0;0,751694529;10,5661638216;0,8689074148;0;0,216199706;5,1660189153;30
Pseudopimelodus.bufonius;Pseudopimelodus.bufonius;0,2289;0,1868272135;0,3498670071;0,5480364209;4,9781570438;0,5850316981;0,1121931243;0,1875821826;2,3994401581;24
Pseudopimelodus.pulcher;Pseudopimelodus.pulcher;0,1813881946;0,3068985613;0,3693328206;0,5858234965;4,6738238621;0,5943252848;0,3806264355;0,2301869632;2,4335927998;9
Pseudoplatystoma.corruscans;Pseudoplatystoma.corruscans;0,25420282;0,3837962681;0,3666113069;0,6164476492;5,076994024;0,4497835234;0,3689630465;0,1651905756;3,7939661139;166
Pseudoplatystoma.fasciatum;Pseudoplatystoma.fasciatum;0,1300198807;0,3679050984;0,6204888317;0,5011004543;4,8568702675;0,4316506815;0,1757799091;0,1480165537;4,0365629984;104
Pseudoplatystoma.reticulatum;Pseudoplatystoma.reticulatum;0,0984848485;0,1517857143;0,6526136364;0,4821428571;5,4177901786;0,5892857143;0,1428571429;0,1158567385;3,6800123457;53,22
Pseudoplatystoma.tigrinum;Pseudoplatystoma.tigrinum;0,237967129;0,2613048361;0,6914590967;0,4380206408;5,786682967;0,4597063088;0,1563699429;0,1446676618;4,0617658463;130
Pseudorinelepis.genibarbis;Pseudorinelepis.genibarbis;0,2800539757;0;0;0,4424626929;4,1531192543;0,5347254885;0;0,262792266;3,3340296773;36
Pseudostegophilus.haemomyzon;Pseudostegophilus.haemomyzon;0,3309645707;0,1680735931;0,3386611572;0,4928316781;7,3144957983;0,5608034123;0,2177552839;0,1530286929;1,8028289474;6
Pseudostegophilus.nemurus;Pseudostegophilus.nemurus;0,4858799834;0,2354711054;0,429406653;0,4590804316;7,4692593273;0,7140219897;0,3467760031;0,1069721205;1,949269569;15
Pseudotylosurus.angusticeps;Pseudotylosurus.angusticeps;0,5927795031;0,464638472;6,9089951198;0,4747885402;16,660218281;0,492005457;0,3261664393;0,0645204611;5,6378698225;30
Pseudotylosurus.microps;Pseudotylosurus.microps;0,5059383621;0,6301899028;1,3128440701;0,6059531539;7,5130714437;0,6316506039;0,5528443327;0,1066127218;3,2872695832;40
Pterengraulis.atherinoides;Pterengraulis.atherinoides;0,5451024556;0,2997541284;1,4828874361;0,4051650479;3,6788498091;0,3174185223;0,2996495022;0,1893293391;2,3356705916;30
Pterobunocephalus.depressus;Pterobunocephalus.depressus;0,1204395135;0,4553967663;0,3843208729;0,7581705551;7,7176915957;0,6674578122;0,5256331142;0,1770492005;4,2445663318;9
Pterobunocephalus.dolichurus;Pterobunocephalus.dolichurus;0,2939987412;0,2386962501;0,3028740391;0,5418799315;4,7724199171;0,5564952889;0,2272896849;0,1988333939;2,2603625558;7
Pterodoras.granulosus;Pterodoras.granulosus;0,2555083163;0,3487357426;0,4116227629;0,5739475709;4,0279236437;0,3594859323;0,3270959514;0,2111956026;2,9614583557;70
Pterodoras.rivasi;Pterodoras.rivasi;0,3002396083;0,3118262383;0,3717540185;0,5646012041;3,5377661747;0,3409522795;0,3038343368;0,2712461283;3,3401086113;55
Pterolebias.longipinnis;Pterolebias.longipinnis;0,585421551;0,6264615609;0,265566483;0,5374342298;4,0101943876;0,6000255773;0,3501900029;0,2134878042;2,5387762524;12
Pterophyllum.altum;Pterophyllum.altum;0,3178520751;0,4349455434;0,3103551407;0,4520552713;1,1228543632;0,4760272402;0,3253600778;0,3165501579;2,8531148676;18
Pterophyllum.leopoldi;Pterophyllum.leopoldi;0,2576346474;0,5889501963;0,2087568098;0,5707081269;1,1263753941;0,4997627244;0,421075703;0,3083797486;3,4442812462;5
Pterophyllum.scalare;Pterophyllum.scalare;0,2667622087;0,6069248755;0,2667622087;0,6242716275;1,272908407;0,4880227712;0,4682037206;0,2980481728;2,6881310956;8
Pterosturisoma.microps;Pterosturisoma.microps;0,1690912526;0;0;0,569384491;6,5586186734;0,7282232961;0;0,2623268059;12,4143983341;16
Pterygoplichthys.disjunctivus;Pterygoplichthys.disjunctivus;0,2425555556;0;0;0,5075117596;5,2800510384;0,6479792647;0;0,2941771366;3,110429323;70
Pterygoplichthys.etentaculatus;Pterygoplichthys.etentaculatus;0,2864028696;0;0;0,5751310542;4,4648054529;0,7139751097;0;0,3323832912;3,3341552222;30
Pterygoplichthys.gibbiceps;Pterygoplichthys.gibbiceps;0,2350272405;0;0;0,5196075577;4,4042766893;0,7668199948;0;0,3043279956;3,3393355019;50
Pterygoplichthys.lituratus;Pterygoplichthys.lituratus;0,3290232443;0;0;0,4983476977;4,3450026189;0,6952716537;0;0,2719228839;3,4525597629;37
Pterygoplichthys.multiradiatus;Pterygoplichthys.multiradiatus;0,2404540135;0;0;0,4922538462;4,3791153846;0,6309538462;0;0,2684771248;2,8912127918;50
Pterygoplichthys.pardalis;Pterygoplichthys.pardalis;0,2094941286;0;0;0,44376;4,92082;0,58078;0;0,2554720755;2,7554192975;42
Pterygoplichthys.punctatus;Pterygoplichthys.punctatus;0,2032300782;0;0;0,4527380972;4,4029484642;0,6404636389;0;0,2850167866;3,9185690653;28
Pterygoplichthys.scrophus;Pterygoplichthys.scrophus;0,2763238916;0;0;0,5382606804;4,3429524708;0,6057880612;0;0,2986157172;3,9612273012;28
Pterygoplichthys.weberi;;;;;;;;;;;
Pterygoplichthys.xinguensis;Pterygoplichthys.xinguensis;0,2776095467;0;0;0,4982796392;3,8982152062;0,6830219072;0;0,3448825874;3,6733641151;27
Ptychocharax.rhyacophila;Ptychocharax.rhyacophila;0,5278340812;0,5133921913;0,3652922081;0,5186931642;3,19275465;0,5364667965;0,1836639458;0,177608152;2,9522745479;6
Pygidianops.amphioxus;;;;;;;;;;;
Pygidianops.eigenmanni;Pygidianops.eigenmanni;0,2449983539;0,3031528933;0,3798078173;0,5712828035;7,4691962943;0,5789072185;0,34027018;0,1425224847;1,5895523969;2
Pygocentrus.cariba;Pygocentrus.cariba;0,3000083322;0,4801706218;0,3224663241;0,5183113553;2,0229408332;0,5902420312;0,1206942905;0,2223318925;4,1130268199;28
Pygocentrus.nattereri;Pygocentrus.nattereri;0,3254357912;0,50571021;0,2998693753;0,5667039283;1,7794165492;0,4630108532;0,2185104235;0,2166977647;3,6258979363;33
Pygopristis.denticulata;Pygopristis.denticulata;0,2729534314;0,3962061063;0,1978431373;0,4374898729;1,8297608852;0,4722112914;0,145870466;0,1605015971;5,9366491258;20
Pyrrhulina.australis;Pyrrhulina.australis;0,7201892652;0,8166581939;0,3697263565;0,7541940013;3,9461699226;0,5508404141;0,3752531732;0,1801888201;2,0154048737;5
Pyrrhulina.beni;Pyrrhulina.beni;0,6498149479;0,6987497147;0,5512466872;0,6304567535;4,0998272096;0,5274304763;0,3016741108;0,18025883;2,7367345537;5
Pyrrhulina.brevis;Pyrrhulina.brevis;0,5960963559;0,5780545084;0,4664738047;0,4675214317;4,4052592547;0,5485644539;0,1558397415;0,2101632261;2,2459414996;7
Pyrrhulina.eleanorae;Pyrrhulina.eleanorae;0,5;0,8157357776;0,3028920736;0,7138401683;4,5262456786;0,5724676753;0,3157622083;0,1780255253;1,9806628685;8
Pyrrhulina.elongata;Pyrrhulina.elongata;0,5882070181;0,5756452704;0,2004165999;0,6034320743;4,7804280432;0,5480955852;0,2855173141;0,1517343244;1,4160563;4
Pyrrhulina.filamentosa;Pyrrhulina.filamentosa;0,7130071813;0,7724043734;0,3187657092;0,7275766564;4,9150558728;0,4972426245;0,3704770003;0,1962430992;1,7385514061;8
Pyrrhulina.laeta;Pyrrhulina.laeta;0,6191152537;0,6961124584;0,3596981802;0,586093725;4,0277370355;0,4907712639;0,2664352827;0,1609783886;2,2300307915;8
Pyrrhulina.maxima;Pyrrhulina.maxima;0,5037727276;0,508973227;0,3635722187;0,5269997999;3,1256983042;0,5159960819;0,1873841594;0,1809743937;2,901793476;8
Pyrrhulina.melanostoma;;;;;;;;;;;
Pyrrhulina.obermulleri;Pyrrhulina.obermulleri;0,5720432792;0,7018616601;0,7202080732;0,5776719368;3,8656442688;0,4749011858;0,2298972332;0,1856978675;2,0787370688;6
