Genusspecies Amazon fishbase;Genusspecies base morpho;EdHd;MoBd;JlHd;EhBd;BlBd;HdBd;PFiBd;PFlBl;CFdCPd;Length
Aphyocharax.anisitsi;Aphyocharax.anisitsi;0,5566037736;0,5382523105;0,5621320755;0,5779848223;3,9772635059;0,5309690185;0,2844240739;0,2001408059;2,8607594937;6
Aphyocharax.dentatus;Aphyocharax.dentatus;0,563975761;0,518162478;0,4211708574;0,4303999718;4,542985267;0,5069427893;0,1407889975;0,1558964175;2,8783365571;7
Aphyocharax.nattereri;Aphyocharax.nattereri;0,5001944444;0,6390608181;0,5142222222;0,5695724569;3,8263589882;0,605489774;0,2251581001;0,1937186813;2,9962546816;2
Aphyocharax.paraguayensis;Aphyocharax.paraguayensis;0,5868161961;0,6970701629;0,7590576167;0,6138592724;3,9433121099;0,5778171269;0,2724384332;0,1802663677;4,2068965517;3
Aphyocharax.pusillus;Aphyocharax.pusillus;0,4666666667;0,6408455309;0,6403166667;0,5889386028;4,2409931158;0,5604491066;0,2595159588;0,1964548442;3,2701520517;6
Aphyocharax.rathbuni;Aphyocharax.rathbuni;0,4501627094;0,4507337526;0,5053499926;0,4543019724;3,6372481068;0,63896804;0,1552988491;0,1832299379;4,4825638922;3
Aphyocheirodon.hemigrammus;Aphyocheirodon.hemigrammus;0,5212618097;0,4355557684;0,6681360021;0,4469186105;2,8181673453;0,450721325;0,1552848412;0,1987302815;3,1475402197;5
Aphyodite.grammica;Aphyodite.grammica;0,5950728901;0,4457777836;0,5689146516;0,4840303984;3,6235913976;0,5030925053;0,1592063513;0,1747046455;2,5319816146;3
Aphyolebias.boticarioi;;;;;;;;;;;
Aphyolebias.claudiae;;;;;;;;;;;
Aphyolebias.manuensis;;;;;;;;;;;
Aphyolebias.obliquus;Aphyolebias.obliquus;0,5331437711;0,7804619048;0,3300026657;0,6510309524;4,3214285714;0,5359047619;0,4484071429;0,2068495868;1,3579185167;5
Aphyolebias.peruensis;Aphyolebias.peruensis;0,7804878049;0,740545742;0,318;0,5138497491;5,3475152931;0,5636126194;0,3324902055;0,2208377784;2,9733678517;10
Aphyolebias.rubrocaudatus;Aphyolebias.rubrocaudatus;0,5378240922;0,7248170744;0,3386918946;0,614335877;4,42817349;0,5515624693;0,3733448418;0,1776330653;2,1563828965;6
Aphyolebias.schleseri;;;;;;;;;;;
Aphyolebias.wischmanni;Aphyolebias.wischmanni;0,5217230662;0,7532091447;0,3381039317;0,5649263374;4,9153577945;0,5974950167;0,2662892094;0,2673979464;2,2438667614;13
Apionichthys.dumerili;;;;;;;;;;;
Apionichthys.finis;Apionichthys.finis;0,4345114564;0,4533676741;0,4193777016;0,5517363;4,0414972552;0,5512921955;0,2883016678;0,1542526781;1,4656125867;9
Apionichthys.menezesi;Apionichthys.menezesi;0,3596166175;0,4219831052;0,4832410054;0,5293412395;11,7407636664;0,5473938777;0,3123438245;0;1,1834355716;6
Apionichthys.nattereri;Apionichthys.nattereri;0,392805773;0,4426112877;0,4136589059;0,5417442012;3,7819752461;0,5052694173;0,2946365528;0,1508330064;1,858327047;23
Apionichthys.rosai;Apionichthys.rosai;0,4012651362;0,4091257471;0,4951573643;0,5440607354;11,3524331732;0,5605574557;0,326957498;0;1,3881882847;3
Apionichthys.seripierriae;Apionichthys.seripierriae;0,3416457663;0,4209822367;0,5206540115;0,5361248367;11,723696823;0,5586939445;0,3177788791;0;1,2280305338;9
Apistogramma.acrensis;;;;;;;;;;;
Apistogramma.agassizii;Apistogramma.agassizii;0,5441702218;0,4562844698;0,5067182329;0,5323622452;3,2958478941;0,6230891535;0,3231918382;0,172781407;2,7884382402;4
Apistogramma.alacrina;Apistogramma.alacrina;0,3578039479;0,3964166007;0,3730578113;0,6375743144;2,5464398431;0,7762862805;0,4403242511;0,2977034207;2,6269167012;15,9791
Apistogramma.angayuara;;;;;;;;;;;
Apistogramma.arua;Apistogramma.arua;0,3894736842;0,4517567787;0,5263157895;0,6413827168;2,9193636377;0,7003523878;0,3827610103;0,2607247475;2,8380423395;4
Apistogramma.atahualpa;Apistogramma.atahualpa;0,3680191902;0,402487117;0,4936550262;0,5650693443;2,8581796491;0,7736491525;0,3254958493;0,2330834696;1,7482537134;4
Apistogramma.baenschi;;;;;;;;;;;
Apistogramma.barlowi;;;;;;;;;;;
Apistogramma.bitaeniata;Apistogramma.bitaeniata;0,483113498;0,547410822;0,4181291149;0,6337239359;3,2310945488;0,6390803607;0,3991900741;0,2039128802;2,9435796459;5
Apistogramma.brevis;Apistogramma.brevis;0,3777777778;0,3859729218;0,4423555556;0,5578948156;2,9413679807;0,673587151;0,3441880655;0,1691657867;1,4481374858;4
Apistogramma.cacatuoides;Apistogramma.cacatuoides;0,5535714286;0,4021564023;0,4824821429;0,5217061691;2,9798153159;0,5896412665;0,2882292862;0,1963908382;2,665829861;5
Apistogramma.cinilabra;;;;;;;;;;;
Apistogramma.cruzi;Apistogramma.cruzi;0,5055713975;0,4039861019;0,4633478774;0,5116034213;2,5145267278;0,5408179065;0,2934640563;0,2671490993;1,8491861149;5
Apistogramma.diplotaenia;Apistogramma.diplotaenia;0,4117356422;0,4104739011;0,5375502906;0,6462826236;3,6229395604;0,729790522;0,4191964286;0,1873388626;1,9298245614;4
Apistogramma.elizabethae;Apistogramma.elizabethae;0,4117647059;0,5347242785;0,5172689076;0,6572671571;3,2458374143;0,6776302303;0,4097271257;0,2387089304;3,15097645;4
Apistogramma.eremnopyge;Apistogramma.eremnopyge;0,3718120938;0,5149395246;0,3986586594;0,5968281475;2,9180829682;0,7190431886;0,3650045099;0,2532266976;1,9480769231;3
Apistogramma.erythrura;;;;;;;;;;;
Apistogramma.eunotus;Apistogramma.eunotus;0,5565190777;0,4706304705;0,400183636;0,5369369985;2,8264040846;0,5585567104;0,2977867433;0,1819556452;2,3754251072;5
Apistogramma.geisleri;Apistogramma.geisleri;0,4236259501;0,4252461714;0,5151967528;0,5368394511;2,6287124771;0,6800501632;0,3131021578;0,1851613457;2,2803314263;3
Apistogramma.gephyra;Apistogramma.gephyra;0,4494079051;0,4964526843;0,4935847022;0,6135764739;3,2588526967;0,6939173281;0,3617092604;0,1952368421;2,3967480922;4
Apistogramma.gibbiceps;Apistogramma.gibbiceps;0,4243422049;0,4735812688;0,381152467;0,6203016044;2,9550994954;0,7016058167;0,3735118204;0,2142901679;2,5195575634;5
Apistogramma.hippolytae;Apistogramma.hippolytae;0,3888888889;0,4864796326;0,2549722222;0,5675548751;2,7050315115;0,6762531817;0,2928082353;0,1239331671;2,7386590909;5
Apistogramma.huascar;;;;;;;;;;;
Apistogramma.inconspicua;Apistogramma.inconspicua;0,4403669725;0,4628407055;0,4847614679;0,555456003;2,9011735223;0,7342935288;0,2676600962;0,2532717529;2,3931779439;4
Apistogramma.iniridae;Apistogramma.iniridae;0,4855159621;0,4038994731;0,5638558407;0,581069636;3,1739785502;0,6152056272;0,3809876169;0,1535635438;1,9166666667;5
Apistogramma.juruensis;Apistogramma.juruensis;0,3852455478;0,5260793169;0,5131030761;0,6400761417;2,8878681854;0,7140214862;0,3453736956;0,2198337977;3,2004568075;2
Apistogramma.linkei;Apistogramma.linkei;0,4578917307;0,3981692769;0,4114256098;0,5082597078;2,5874566861;0,6146314825;0,3486305333;0,2418592965;2,3883573354;4
Apistogramma.luelingi;Apistogramma.luelingi;0,3935209072;0,5211696553;0,4237537462;0,6262292937;2,8982838951;0,6621141308;0,34069153;0,1975508034;2,764009555;3
Apistogramma.martini;;;;;;;;;;;
Apistogramma.meinkeni;Apistogramma.meinkeni;0,4390440117;0,3678204447;0,5697270361;0,555481113;3,3579527662;0,6517692638;0,3161808079;0,1722041015;2,0451338983;4
Apistogramma.mendezi;Apistogramma.mendezi;0,4544885368;0,4354831586;0,6161805888;0,5582675774;3,3352225886;0,6466111177;0,3721808385;0,2275849132;1,8589404214;11,1934
Apistogramma.moae;Apistogramma.moae;0,4672795636;0,4035915806;0,5003477429;0,5261658834;2,6731553928;0,6196183525;0,3402440174;0,2015108274;1,9523809524;5
Apistogramma.nijsseni;Apistogramma.nijsseni;0,2971884058;0,44355771;0,4216594203;0,5698568628;2,5235704433;0,7706956925;0,3727542318;0,2326320961;2,1077006065;4
Apistogramma.norberti;Apistogramma.norberti;0,3918522611;0,5225831088;0,5559971098;0,6471490902;3,0196590081;0,6655210698;0,3317634413;0,1778119167;2,4674481202;4
Apistogramma.panduro;Apistogramma.panduro;0,4700864957;0,4047538795;0,5060346983;0,553579994;2,9039501147;0,648229773;0,3186084499;0,2455446826;1,7184366197;5
Apistogramma.pantalone;;;;;;;;;;;
Apistogramma.paucisquamis;Apistogramma.paucisquamis;0,4192065929;0,4868601301;0,593884292;0,6614416854;3,1853359366;0,7126627722;0,4328362909;0,2032130896;2,6959718129;3
Apistogramma.payaminonis;Apistogramma.payaminonis;0,303030303;0,4367830407;0,5428282828;0,5653894585;2,6775775942;0,6849599402;0,388669794;0,1735886987;1,9071259914;4
Apistogramma.personata;Apistogramma.personata;0,4425824441;0,4884004316;0,4563725964;0,6592498884;3,0862944635;0,6738632981;0,4328304063;0,2240089844;2,3968216275;5
Apistogramma.pertensis;Apistogramma.pertensis;0,4204935731;0,5190040907;0,5314533308;0,6471592344;3,5351749912;0,6970052018;0,3428816726;0,1840142857;2,4040756419;4
Apistogramma.playayacu;;;;;;;;;;;
Apistogramma.pulchra;Apistogramma.pulchra;0,5694432217;0,4476196895;0,5431449737;0,5071705122;3,4287928827;0,5954408274;0,3175245071;0,2140515488;2,531557144;3
Apistogramma.regani;Apistogramma.regani;0,5204158665;0,4680396076;0,5069200715;0,5410642617;2,981288643;0,5850107697;0,2796243782;0,1739681847;2,3303731343;5
Apistogramma.resticulosa;Apistogramma.resticulosa;0,4970923077;0,4199027994;0,4472153846;0,5362729825;2,6403111911;0,6063376274;0,3076930253;0,2879128333;2,6126198779;4
Apistogramma.rositae;;;;;;;;;;;
Apistogramma.rubrolineata;Apistogramma.rubrolineata;0,4711432134;0,437508274;0,521069101;0,548432577;2,707253303;0,562670444;0,3317204586;0,2335568862;2,25021875;4
Apistogramma.rupununi;Apistogramma.rupununi;0,4214200539;0,4556683722;0,5490350441;0,5732251359;2,9282699073;0,6905740326;0,3251279181;0,2295996374;2,1628544676;5
Apistogramma.salpinction;;;;;;;;;;;
Apistogramma.similis;;;;;;;;;;;
Apistogramma.staecki;Apistogramma.staecki;0,4888336803;0,474484237;0,5046263345;0,6067799913;3,1605708161;0,6596185701;0,3269702634;0,2052858744;2,6738630183;4
Apistogramma.steindachneri;Apistogramma.steindachneri;0,3563218391;0,4208193744;0,4718275862;0,5333844601;2,9142764884;0,702320888;0,3333521695;0,2469681944;2,4081632653;7
Apistogramma.taeniata;Apistogramma.taeniata;0,4757159892;0,4292607042;0,5020312468;0,5495800975;2,6840218276;0,6013174366;0,3224195136;0,2074043216;2,3303652006;4
Apistogramma.trifasciata;Apistogramma.trifasciata;0,4612852131;0,3890276704;0,4156967472;0,5670645322;3,0751678495;0,6330066455;0,3752540842;0,171073306;2,2669459823;5
Apistogramma.uaupesi;Apistogramma.uaupesi;0,4838709677;0,534347876;0,5283387097;0,6847536583;3,3423716067;0,6475804514;0,4540270104;0,2232094808;3,3555555556;6
Apistogramma.urteagai;Apistogramma.urteagai;0,4117223227;0,4681671098;0,497566427;0,5729301923;2,5273294998;0,7008285414;0,3700509079;0,2958935277;2,5641025641;4
Apistogramma.wapisana;;;;;;;;;;;
Apistogrammoides.pucallpaensis;Apistogrammoides.pucallpaensis;0,3886801199;0,4770442814;0,3565977453;0,5371659039;2,6997471423;0,6311725493;0,3746369089;0,189165654;2,3933986707;3
Apistoloricaria.condei;Apistoloricaria.condei;0,2560538462;0;0;0,5155989583;10,750046875;0,6770833333;0;0,2045024997;6,3641870551;14
Apistoloricaria.ommation;Apistoloricaria.ommation;0,199683217;0;0;0,6476785978;11,6022844764;0,7615577766;0;0,1902097991;5,9003610848;10
Apomatoceros.alleni;Apomatoceros.alleni;0,3246018905;0,2724257899;0,3456734797;0,5233377836;4,5679333932;0,5352970911;0,2561974509;0,1999471321;2,5068090296;15
Aposturisoma.myriodon;Aposturisoma.myriodon;0,3157410047;0;0;0,5224276923;9,92;0,7016461538;0;0,129751861;4,5840833333;20
Apteronotus.albifrons;Apteronotus.albifrons;0,0582742857;0,293036553;0,6632457143;0,5050796406;5,1625995507;0,5583775781;0,4663505718;0,0986551298;1,6387450503;50
Apteronotus.bonapartii;Apteronotus.bonapartii;0,1060789474;0,4576408316;0,4650131579;0,6144136361;6,0204390873;0,5210904503;0,4534103999;0,1059575045;1,7905480364;27
Apteronotus.macrolepis;Apteronotus.macrolepis;0,2065004061;0,467074491;0,4033354604;0,5710404187;8,8101752682;0,5031794361;0,389350191;0,06826108;0,4106750375;18
Apteronotus.macrostomus;Apteronotus.macrostomus;0,1831346271;0,4596151158;1,379183709;0,6320301943;7,4393178323;0,535436373;0,454564093;0,0794549755;1,6049923586;26
Arapaima.gigas;Arapaima.gigas;0,1817698039;0,3122901588;1,0775429527;0,2718844755;4,9736398806;0,3056333283;0,1111098203;0,1201099702;1,4780932989;450
Archolaemus.blax;Archolaemus.blax;0,3;0,3532721377;0,6871833333;0,5869911928;8,4439492478;0,5316226897;0,3641349613;0,0671888067;0;44
Argonectes.longiceps;Argonectes.longiceps;0,55115;0,1895170024;0,26575;0,3101445744;4,3182802686;0,5414771497;0,1179472601;0,1266802508;4,5716666667;24
Argonectes.robertsi;Argonectes.robertsi;0,45;0,382713381;0,37736;0,5607722567;4,0039336892;0,5403419284;0,2432024985;0,1650904184;4,0156431428;29
Aspidoras.belenos;Aspidoras.belenos;0,1872033898;0;0,13168235;0,4886508512;3,9372297078;0,7374446916;0;0,1208849468;1,6533076252;3
Aspidoras.microgalaeus;Aspidoras.microgalaeus;0,2452830189;0;0,0497540206;0,4940120482;3,5843569277;0,6385542169;0;0,2606977357;1,3819370713;3
Aspidoras.pauciradiatus;Aspidoras.pauciradiatus;0,344421483;0;0,0241263302;0,4203059701;3,4552238806;0,6716865672;0;0,198762419;2,75;3
Aspidoras.poecilus;Aspidoras.poecilus;0,2059158913;0;0,1069221946;0,550391768;3,4665622269;0,6952709282;0;0,2903348988;1,7252731096;4
Aspredo.aspredo;Aspredo.aspredo;0,1272426517;0;0,3819927683;0,4452121212;14,000030303;0,4763030303;0,3346969697;0,1385278387;3,7810290975;38
Asterophysus.batrachus;Asterophysus.batrachus;0,2258064516;0,6508629095;0,7503064516;0,734375;3,0063783801;0,5037701508;0,500325013;0,1796832982;3,0277777778;25
Astroblepus.boulengeri;Astroblepus.boulengeri;0,2152971366;0;0,2135751738;0,6500918724;7,035263913;0,6817060585;0,2063354225;0,25762422;1,0836944444;7
Astroblepus.caquetae;Astroblepus.caquetae;0,1266811473;0;0,2328445886;0,6161985974;4,7991774872;0,6398502842;0,4407730341;0,2745238182;1,5132966257;7
Astroblepus.cyclopus;Astroblepus.cyclopus;0,2014302808;0;0,211121864;0,587479489;4,7855478243;0,7429473466;0,2276996573;0,2342914633;1,4681513424;3
Astroblepus.festae;Astroblepus.festae;0,1372494859;0;0,2587822424;0,7168290533;7,0984509348;0,7460929897;0,2347068454;0,1630951613;1,1484349313;10
Astroblepus.formosus;Astroblepus.formosus;0,3047471162;0,2421492296;0,3267898506;0,528111631;4,7535012371;0,5643283965;0,208446894;0,1915225556;2,2191738573;5
Astroblepus.grixalvii;Astroblepus.grixalvii;0,126604292;0;0,1815675976;0,562765015;5,0148491957;0,6407943345;0,0782076213;0,1890446879;1,1391247619;30
Astroblepus.labialis;Astroblepus.labialis;0,1773171501;0;0,103911978;0,7896935771;5,4447612508;0,7383011161;0;0,3077212452;1,1994230578;7
Astroblepus.longiceps;Astroblepus.longiceps;0,3026270066;0,2358568556;0,3261794293;0,5290040886;4,789463795;0,5722677284;0,2166481623;0,195715665;2,2817948724;6
Astroblepus.longifilis;Astroblepus.longifilis;0,2939987412;0,2386962501;0,3028740391;0,5418799315;4,7724199171;0,5564952889;0,2272896849;0,1988333939;2,2603625558;7
Astroblepus.mancoi;Astroblepus.mancoi;0,1818048537;0;0,2211096661;0,561692989;4,6974912218;0,6053074518;0,1302902208;0,2557788062;1,2544592538;8
Astroblepus.peruanus;Astroblepus.peruanus;0,3026270066;0,2358568556;0,3261794293;0,5290040886;4,789463795;0,5722677284;0,2166481623;0,195715665;2,2817948724;6
Astroblepus.pholeter;Astroblepus.pholeter;0,0280302717;0;0,3887258287;0,7211109596;6,0075570185;0,7849495874;0,1423855248;0,1672270025;1,3823564071;7
Astroblepus.praeliorum;Astroblepus.praeliorum;0,1501577287;0,0947044063;0,2311852186;0,4865757414;5,3278769519;0,577015589;0,3123139131;0,1543499852;1,2612460346;8
Astroblepus.sabalo;Astroblepus.sabalo;0,1001486049;0;0,3916156271;0,709475954;6,2868315355;0,8044533576;0,1580014636;0,1933905094;1,1026056121;9,586
Astroblepus.supramollis;Astroblepus.supramollis;0,1070219966;0;0,1329484146;0,7408911465;5,5208778459;0,8362458082;0;0,1849929647;1,2132348959;8
Astroblepus.taczanowskii;Astroblepus.taczanowskii;0,1941333333;0;0,1417333333;0,6305914356;5,656749356;0,6755661244;0,1711434182;0,2787750338;1,5757427572;8
Astroblepus.trifasciatus;Astroblepus.trifasciatus;0,308243649;0,2260281876;0,3216888029;0,5384982354;4,7223359785;0,560310623;0,2106610393;0,2011271728;2,3238501651;9
Astroblepus.vanceae;Astroblepus.vanceae;0,3148310825;0,2424044833;0,3157804776;0,5342785869;4,7085378764;0,5613392573;0,2169354967;0,1969388802;2,3692969767;8
Astrodoras.asterifrons;Astrodoras.asterifrons;0,4924437608;0,3598296664;0,3235485164;0,5873063917;3,6739239344;0,542833883;0,2051517555;0,3928711442;3,1051466914;8
Astronotus.crassipinnis;Astronotus.crassipinnis;0,3459252336;0,3096443674;0,4303084112;0,4496786914;1,8865476256;0,4556662309;0,4258648077;0,2576924206;1,9998591688;24
Astronotus.ocellatus;Astronotus.ocellatus;0,2452077791;0,4846050503;0,3760380589;0,5461848491;1,9605344071;0,7022846646;0,3677044859;0,2737310857;2,1578365885;46
Astyanacinus.moorii;Astyanacinus.moorii;0,5037727276;0,508973227;0,3635722187;0,5269997999;3,1256983042;0,5159960819;0,1873841594;0,1809743937;2,901793476;8
Astyanacinus.multidens;Astyanacinus.multidens;0,5029154077;0,5620782875;0,2045250595;0,5784210642;2,9476482136;0,5653576269;0,1895374857;0,2209880208;2,6618857485;14
Astyanax.abramis;Astyanax.abramis;0,4357905028;0,5658682635;0,1699106145;0,5568877246;2,6946257485;0,5359281437;0,1976272455;0,2069532947;2,8580395967;11
Astyanax.ajuricaba;;;;;;;;;;;
Astyanax.anterior;;;;;;;;;;;
Astyanax.argyrimarginatus;Astyanax.argyrimarginatus;0,4204228955;0,5462157233;0,3728755755;0,5462157233;2,6518187699;0,5143794839;0,2077852781;0,2091048915;3,2043672816;12,198
Astyanax.bimaculatus;Astyanax.bimaculatus;0,4634073999;0,5479800506;0,1729377468;0,5479800506;2,3189577784;0,4371270129;0,1955887964;0,2386111615;3,2643548974;15
Astyanax.bourgeti;;;;;;;;;;;
Astyanax.chaparae;;;;;;;;;;;
Astyanax.clavitaeniatus;;;;;;;;;;;
Astyanax.daguae;Astyanax.daguae;0,5934065934;0,511261276;0,2099450549;0,511261276;3,0199656911;0,5935569717;0,1590206951;0,1732223785;4,2606874226;4
Astyanax.dnophos;Astyanax.dnophos;0,5870093338;0,5830234621;0,3861173161;0,6073349818;3,0685177146;0,6274042545;0,2048830669;0,1870336538;2,8282140642;5,8
Astyanax.fasciatus;Astyanax.fasciatus;0,5736802835;0,5325050784;0,2096040851;0,5325050784;3,0386660469;0,5462152232;0,1475384782;0,2154246903;2,8879468378;10
Astyanax.festae;Astyanax.festae;0,5190442061;0,5321008021;0,3130135408;0,4642129814;2,4170658172;0,4444735195;0,1724728369;0,2200938583;2,1785477952;11,5012
Astyanax.gracilior;;;;;;;;;;;
Astyanax.guaporensis;Astyanax.guaporensis;0,5843373494;0,5591114434;0,5260301205;0,54312752;2,5596641555;0,5303480489;0,1469639172;0,2034461669;2,9770114943;7,09
Astyanax.guianensis;Astyanax.guianensis;0,5053812339;0,55147417;0,3081428197;0,4731379883;2,9954177297;0,5991380378;0,1260991257;0,2054702014;4,6814542682;6
Astyanax.integer;Astyanax.integer;0,4328966849;0,610971045;0,5119349616;0,5985022481;2,7410081272;0,5760634013;0,1895257119;0,2135073835;3,1428571429;11,2502
Astyanax.kennedyi;Astyanax.kennedyi;0,449456657;0,477599387;0,3533305682;0,477599387;2,9553669888;0,5632861709;0,1510756406;0,1658634843;3,1973209418;8,0166
Astyanax.lineatus;Astyanax.lineatus;0,4705027776;0,4897525462;0,2610272369;0,5277539278;2,5187886269;0,4177381925;0,1827863925;0,1651944717;2,6830399673;12,266
Astyanax.longior;;;;;;;;;;;
Astyanax.maculisquamis;;;;;;;;;;;
Astyanax.maximus;Astyanax.maximus;0,4797297297;0,5272715483;0,1912297297;0,5181844287;2,656673614;0,5483766384;0,1681830392;0,2036441967;2,743902439;12
Astyanax.multidens;Astyanax.multidens;0,6073375092;0,6186216096;0,40675181;0,6067496665;3,1989239662;0,5465984882;0,2267585594;0,1961447686;2,798556961;7,53
Astyanax.paraguayensis;;;;;;;;;;;
Astyanax.poetzschkei;;;;;;;;;;;
Astyanax.saltor;;;;;;;;;;;
Astyanax.scintillans;Astyanax.scintillans;0,6176470588;0,4115038936;0,6513872549;0,504499169;3,2093200693;0,5442220426;0,1858411565;0,1605522509;2,2453489601;17,925
Astyanax.stilbe;;;;;;;;;;;
Astyanax.symmetricus;Astyanax.symmetricus;0,4776119403;0,4422656943;0,4859402985;0,4880117298;2,7086545511;0,5170351507;0,1633985415;0,1720992248;1,7179487179;9,945
Astyanax.utiariti;;;;;;;;;;;
Astyanax.villwocki;Astyanax.villwocki;0,4245239522;0,5199025415;0,3468809074;0,5721581248;2,7415123193;0,4950300706;0,17165942;0,2127956275;2,1255688129;11
Atopomesus.pachyodus;Atopomesus.pachyodus;0,5746138948;0,3257611904;0,5726647465;0,5138328414;4,2615745421;0,6513929886;0,2341191218;0,1434212898;1,9749853143;4
Attonitus.bounites;Attonitus.bounites;0,3901977401;0,4779587021;0,3575423729;0,646079646;4,1239321534;0,5221238938;0,2479469027;0,1502897326;2,6522608696;6
Attonitus.ephimeros;Attonitus.ephimeros;0,4531924742;0,2582941004;0,2839506173;0,4564583874;3,8119829123;0,4709796173;0,1621978883;0,1706395199;2,2068896403;5
Attonitus.irisae;Attonitus.irisae;0,4303797468;0,3333847727;0,2922362869;0,5440763443;3,524675469;0,4876452905;0,2223045252;0,1687063345;1,9821273812;5
Auchenipterichthys.coracoideus;Auchenipterichthys.coracoideus;0,4189263808;0,6157439228;0,4181354187;0,572617862;3,9556465753;0,4699541317;0,2649703329;0,2508510578;1,8387156941;19,067
Auchenipterichthys.longimanus;Auchenipterichthys.longimanus;0,3673469388;0,3864732668;0,6113112245;0,3033861862;4,6042254155;0,5516061307;0,1548183921;0,1875842374;1,2876776232;15
Auchenipterichthys.punctatus;Auchenipterichthys.punctatus;0,4375;0,4864059271;0,3426875;0,4864059271;3,9191470049;0,39252004;0,2582229882;0,1747178852;2,6324050941;15
