"basin";"variable";"value"
"Solimoes8";"Opsodoras_morei";1
"Tapajos1";"Opsodoras_morei";1
"Tefe";"Opsodoras_morei";1
"Trombetas1";"Opsodoras_morei";1
"Uaupes";"Opsodoras_morei";1
"Amazon8";"Opsodoras_stuebelii";1
"Beni";"Opsodoras_stuebelii";1
"Blanco_Baures";"Opsodoras_stuebelii";1
"Candeias";"Opsodoras_stuebelii";1
"Curaray";"Opsodoras_stuebelii";1
"Guapore";"Opsodoras_stuebelii";1
"Isiboro";"Opsodoras_stuebelii";1
"Itonamas";"Opsodoras_stuebelii";1
"Javary1";"Opsodoras_stuebelii";1
"Jiparana";"Opsodoras_stuebelii";1
"Jurua1";"Opsodoras_stuebelii";1
"Jutai";"Opsodoras_stuebelii";1
"Luna";"Opsodoras_stuebelii";1
"Madera1";"Opsodoras_stuebelii";1
"Madera2";"Opsodoras_stuebelii";1
"Madera3";"Opsodoras_stuebelii";1
"Madera4";"Opsodoras_stuebelii";1
"Madera6";"Opsodoras_stuebelii";1
"Madre_Dios";"Opsodoras_stuebelii";1
"Mamore1";"Opsodoras_stuebelii";1
"Mamore2";"Opsodoras_stuebelii";1
"Maranon1";"Opsodoras_stuebelii";1
"Napo2";"Opsodoras_stuebelii";1
"Negro1";"Opsodoras_stuebelii";1
"Negro2";"Opsodoras_stuebelii";1
"Orthon";"Opsodoras_stuebelii";1
"Purus1";"Opsodoras_stuebelii";1
"Purus3";"Opsodoras_stuebelii";1
"Solimoes1";"Opsodoras_stuebelii";1
"Solimoes2";"Opsodoras_stuebelii";1
"Solimoes3";"Opsodoras_stuebelii";1
"Solimoes4";"Opsodoras_stuebelii";1
"Solimoes8";"Opsodoras_stuebelii";1
"Solimoes9";"Opsodoras_stuebelii";1
"Tefe";"Opsodoras_stuebelii";1
"Ucayali1";"Opsodoras_stuebelii";1
"Amazon1";"Opsodoras_ternetzi";1
"Amazon2";"Opsodoras_ternetzi";1
"Amazon5";"Opsodoras_ternetzi";1
"Amazon8";"Opsodoras_ternetzi";1
"Amazon9";"Opsodoras_ternetzi";1
"Aripuana";"Opsodoras_ternetzi";1
"Branco";"Opsodoras_ternetzi";1
"Candeias";"Opsodoras_ternetzi";1
"Canuma";"Opsodoras_ternetzi";1
"Caqueta1";"Opsodoras_ternetzi";1
"Curua_Una";"Opsodoras_ternetzi";1
"Japura1";"Opsodoras_ternetzi";1
"Jari";"Opsodoras_ternetzi";1
"Javary1";"Opsodoras_ternetzi";1
"Jutai";"Opsodoras_ternetzi";1
"Madera1";"Opsodoras_ternetzi";1
"Marmelos";"Opsodoras_ternetzi";1
"Napo2";"Opsodoras_ternetzi";1
"Negro1";"Opsodoras_ternetzi";1
"Negro2";"Opsodoras_ternetzi";1
"Negro3";"Opsodoras_ternetzi";1
"Negro5";"Opsodoras_ternetzi";1
"Purus1";"Opsodoras_ternetzi";1
"Purus3";"Opsodoras_ternetzi";1
"Putumayo";"Opsodoras_ternetzi";1
"Solimoes1";"Opsodoras_ternetzi";1
"Solimoes4";"Opsodoras_ternetzi";1
"Solimoes7";"Opsodoras_ternetzi";1
"Solimoes8";"Opsodoras_ternetzi";1
"Solimoes9";"Opsodoras_ternetzi";1
"Tapajos1";"Opsodoras_ternetzi";1
"Tefe";"Opsodoras_ternetzi";1
"Trombetas1";"Opsodoras_ternetzi";1
"Xingu1";"Opsodoras_ternetzi";1
"Xingu3";"Opsodoras_ternetzi";1
"Amazon2";"Orthosternarchus_tamandua";1
"Amazon5";"Orthosternarchus_tamandua";1
"Amazon8";"Orthosternarchus_tamandua";1
"Amazon9";"Orthosternarchus_tamandua";1
"Andira1";"Orthosternarchus_tamandua";1
"Aripuana";"Orthosternarchus_tamandua";1
"Branco";"Orthosternarchus_tamandua";1
"Japura1";"Orthosternarchus_tamandua";1
"Jari";"Orthosternarchus_tamandua";1
"Jiparana";"Orthosternarchus_tamandua";1
"Jutai";"Orthosternarchus_tamandua";1
"Madera1";"Orthosternarchus_tamandua";1
"Madera2";"Orthosternarchus_tamandua";1
"Madera3";"Orthosternarchus_tamandua";1
"Madera4";"Orthosternarchus_tamandua";1
"Maranon5";"Orthosternarchus_tamandua";1
"Negro1";"Orthosternarchus_tamandua";1
"Negro2";"Orthosternarchus_tamandua";1
"Negro3";"Orthosternarchus_tamandua";1
"Purus1";"Orthosternarchus_tamandua";1
"Putumayo";"Orthosternarchus_tamandua";1
"Solimoes1";"Orthosternarchus_tamandua";1
"Solimoes2";"Orthosternarchus_tamandua";1
"Solimoes4";"Orthosternarchus_tamandua";1
"Solimoes7";"Orthosternarchus_tamandua";1
"Solimoes9";"Orthosternarchus_tamandua";1
"Xingu1";"Orthosternarchus_tamandua";1
"Abuna";"Ossancora_asterophysa";1
"Amazon2";"Ossancora_asterophysa";1
"Amazon5";"Ossancora_asterophysa";1
"Amazon8";"Ossancora_asterophysa";1
"Amazon9";"Ossancora_asterophysa";1
"Blanco_Baures";"Ossancora_asterophysa";1
"Guapore";"Ossancora_asterophysa";1
"Itonamas";"Ossancora_asterophysa";1
"Japura1";"Ossancora_asterophysa";1
"Jiparana";"Ossancora_asterophysa";1
"Luna";"Ossancora_asterophysa";1
"Madera1";"Ossancora_asterophysa";1
"Madera3";"Ossancora_asterophysa";1
"Madera4";"Ossancora_asterophysa";1
"Madera6";"Ossancora_asterophysa";1
"Madre_Dios";"Ossancora_asterophysa";1
"Mamore1";"Ossancora_asterophysa";1
"Mamore2";"Ossancora_asterophysa";1
"Maranon1";"Ossancora_asterophysa";1
"Nhamunda";"Ossancora_asterophysa";1
"Purus1";"Ossancora_asterophysa";1
"Roosevelt";"Ossancora_asterophysa";1
"Solimoes1";"Ossancora_asterophysa";1
"Solimoes2";"Ossancora_asterophysa";1
"Solimoes9";"Ossancora_asterophysa";1
"Tapajos1";"Ossancora_asterophysa";1
"Trombetas1";"Ossancora_asterophysa";1
"Uatuma1";"Ossancora_asterophysa";1
"Ucayali1";"Ossancora_asterophysa";1
"Xingu1";"Ossancora_asterophysa";1
"Amazon1";"Ossancora_eigenmanni";1
"Amazon2";"Ossancora_eigenmanni";1
"Amazon5";"Ossancora_eigenmanni";1
"Amazon8";"Ossancora_eigenmanni";1
"Amazon9";"Ossancora_eigenmanni";1
"Beni";"Ossancora_eigenmanni";1
"Blanco_Baures";"Ossancora_eigenmanni";1
"Guapore";"Ossancora_eigenmanni";1
"Itonamas";"Ossancora_eigenmanni";1
"Japura1";"Ossancora_eigenmanni";1
"Luna";"Ossancora_eigenmanni";1
"Madera4";"Ossancora_eigenmanni";1
"Madera6";"Ossancora_eigenmanni";1
"Madre_Dios";"Ossancora_eigenmanni";1
"Mamore1";"Ossancora_eigenmanni";1
"Mamore2";"Ossancora_eigenmanni";1
"Maues";"Ossancora_eigenmanni";1
"Negro1";"Ossancora_eigenmanni";1
"Nhamunda";"Ossancora_eigenmanni";1
"Orthon";"Ossancora_eigenmanni";1
"Purus1";"Ossancora_eigenmanni";1
"Solimoes1";"Ossancora_eigenmanni";1
"Solimoes3";"Ossancora_eigenmanni";1
"Solimoes8";"Ossancora_eigenmanni";1
"Solimoes9";"Ossancora_eigenmanni";1
"Tapajos1";"Ossancora_eigenmanni";1
"Tefe";"Ossancora_eigenmanni";1
"Trombetas1";"Ossancora_eigenmanni";1
"Uatuma1";"Ossancora_eigenmanni";1
"Ucayali1";"Ossancora_eigenmanni";1
"Xingu1";"Ossancora_eigenmanni";1
"Yacuma";"Ossancora_eigenmanni";1
"Amazon2";"Ossancora_fimbriata";1
"Amazon5";"Ossancora_fimbriata";1
"Amazon8";"Ossancora_fimbriata";1
"Amazon9";"Ossancora_fimbriata";1
"Aripuana";"Ossancora_fimbriata";1
"Beni";"Ossancora_fimbriata";1
"Blanco_Baures";"Ossancora_fimbriata";1
"Branco";"Ossancora_fimbriata";1
"Candeias";"Ossancora_fimbriata";1
"Guapore";"Ossancora_fimbriata";1
"Isiboro";"Ossancora_fimbriata";1
"Itonamas";"Ossancora_fimbriata";1
"Japura1";"Ossancora_fimbriata";1
"Jutai";"Ossancora_fimbriata";1
"Luna";"Ossancora_fimbriata";1
"Madera1";"Ossancora_fimbriata";1
"Madera2";"Ossancora_fimbriata";1
"Madera4";"Ossancora_fimbriata";1
"Madera6";"Ossancora_fimbriata";1
"Mamore1";"Ossancora_fimbriata";1
"Mamore2";"Ossancora_fimbriata";1
"Negro1";"Ossancora_fimbriata";1
"Negro2";"Ossancora_fimbriata";1
"Orthon";"Ossancora_fimbriata";1
"Purus1";"Ossancora_fimbriata";1
"Solimoes1";"Ossancora_fimbriata";1
"Solimoes4";"Ossancora_fimbriata";1
"Solimoes7";"Ossancora_fimbriata";1
"Tapajos1";"Ossancora_fimbriata";1
"Tefe";"Ossancora_fimbriata";1
"Trombetas1";"Ossancora_fimbriata";1
"Unini";"Ossancora_fimbriata";1
"Abuna";"Ossancora_punctata";1
"Amazon2";"Ossancora_punctata";1
"Amazon5";"Ossancora_punctata";1
"Amazon8";"Ossancora_punctata";1
"Amazon9";"Ossancora_punctata";1
"Beni";"Ossancora_punctata";1
"Blanco_Baures";"Ossancora_punctata";1
"Canuma";"Ossancora_punctata";1
"Chapare";"Ossancora_punctata";1
"Curaray";"Ossancora_punctata";1
"Guapore";"Ossancora_punctata";1
"Huallaga";"Ossancora_punctata";1
"Itonamas";"Ossancora_punctata";1
"Japura1";"Ossancora_punctata";1
"Javary1";"Ossancora_punctata";1
"Jiparana";"Ossancora_punctata";1
"Jurua1";"Ossancora_punctata";1
"Luna";"Ossancora_punctata";1
"Madera1";"Ossancora_punctata";1
"Madera3";"Ossancora_punctata";1
"Madera4";"Ossancora_punctata";1
"Madera6";"Ossancora_punctata";1
"Madre_Dios";"Ossancora_punctata";1
"Mamore1";"Ossancora_punctata";1
"Mamore2";"Ossancora_punctata";1
"Maranon1";"Ossancora_punctata";1
"Maranon3";"Ossancora_punctata";1
"Napo2";"Ossancora_punctata";1
"Negro1";"Ossancora_punctata";1
"Nhamunda";"Ossancora_punctata";1
"Pastaza";"Ossancora_punctata";1
"Purus1";"Ossancora_punctata";1
"Purus3";"Ossancora_punctata";1
"Putumayo";"Ossancora_punctata";1
"Solimoes1";"Ossancora_punctata";1
"Solimoes3";"Ossancora_punctata";1
"Solimoes7";"Ossancora_punctata";1
"Solimoes8";"Ossancora_punctata";1
"Solimoes9";"Ossancora_punctata";1
"Tefe";"Ossancora_punctata";1
"Trombetas1";"Ossancora_punctata";1
"Uatuma1";"Ossancora_punctata";1
"Ucayali1";"Ossancora_punctata";1
"Xingu1";"Ossancora_punctata";1
"Iriri";"Ossubtus_xinguense";1
"Xingu1";"Ossubtus_xinguense";1
"Amazon2";"Osteoglossum_bicirrhosum";1
"Amazon5";"Osteoglossum_bicirrhosum";1
"Amazon8";"Osteoglossum_bicirrhosum";1
"Amazon9";"Osteoglossum_bicirrhosum";1
"Andira1";"Osteoglossum_bicirrhosum";1
"Apaporis";"Osteoglossum_bicirrhosum";1
"Aripuana";"Osteoglossum_bicirrhosum";1
"Branco";"Osteoglossum_bicirrhosum";1
"Candeias";"Osteoglossum_bicirrhosum";1
"Canuma";"Osteoglossum_bicirrhosum";1
"Caqueta1";"Osteoglossum_bicirrhosum";1
"Coari";"Osteoglossum_bicirrhosum";1
"Curaray";"Osteoglossum_bicirrhosum";1
"Jamanxim";"Osteoglossum_bicirrhosum";1
"Japura1";"Osteoglossum_bicirrhosum";1
"Javary1";"Osteoglossum_bicirrhosum";1
"Jiparana";"Osteoglossum_bicirrhosum";1
"Jurua1";"Osteoglossum_bicirrhosum";1
"Luna";"Osteoglossum_bicirrhosum";1
"Madera1";"Osteoglossum_bicirrhosum";1
"Madera2";"Osteoglossum_bicirrhosum";1
"Madera3";"Osteoglossum_bicirrhosum";1
"Madera4";"Osteoglossum_bicirrhosum";1
"Maranon1";"Osteoglossum_bicirrhosum";1
"Napo2";"Osteoglossum_bicirrhosum";1
"Negro1";"Osteoglossum_bicirrhosum";1
"Negro2";"Osteoglossum_bicirrhosum";1
"Negro3";"Osteoglossum_bicirrhosum";1
"Pastaza";"Osteoglossum_bicirrhosum";1
"Purus1";"Osteoglossum_bicirrhosum";1
"Purus2";"Osteoglossum_bicirrhosum";1
"Purus3";"Osteoglossum_bicirrhosum";1
"Putumayo";"Osteoglossum_bicirrhosum";1
"Solimoes1";"Osteoglossum_bicirrhosum";1
"Solimoes2";"Osteoglossum_bicirrhosum";1
"Solimoes3";"Osteoglossum_bicirrhosum";1
"Solimoes4";"Osteoglossum_bicirrhosum";1
"Solimoes7";"Osteoglossum_bicirrhosum";1
"Solimoes8";"Osteoglossum_bicirrhosum";1
"Solimoes9";"Osteoglossum_bicirrhosum";1
"Tapajos1";"Osteoglossum_bicirrhosum";1
"Tapajos2";"Osteoglossum_bicirrhosum";1
"Tefe";"Osteoglossum_bicirrhosum";1
"Trombetas1";"Osteoglossum_bicirrhosum";1
"Uatuma1";"Osteoglossum_bicirrhosum";1
"Ucayali1";"Osteoglossum_bicirrhosum";1
"Xingu1";"Osteoglossum_bicirrhosum";1
"Branco";"Osteoglossum_ferreirai";1
"Negro1";"Osteoglossum_ferreirai";1
"Negro2";"Osteoglossum_ferreirai";1
"Negro3";"Osteoglossum_ferreirai";1
"Purus1";"Osteoglossum_ferreirai";1
"Putumayo";"Osteoglossum_ferreirai";1
"Solimoes1";"Osteoglossum_ferreirai";1
"Unini";"Osteoglossum_ferreirai";1
"Huallaga";"Othonocheirodus_eigenmanni";1
"Pastaza";"Othonocheirodus_eigenmanni";1
"Apaporis";"Otocinclus_batmani";1
"Coari";"Otocinclus_batmani";1
"Curaray";"Otocinclus_batmani";1
"Japura1";"Otocinclus_batmani";1
"Napo1";"Otocinclus_batmani";1
"Napo2";"Otocinclus_batmani";1
"Solimoes3";"Otocinclus_batmani";1
"Solimoes7";"Otocinclus_batmani";1
"Solimoes9";"Otocinclus_batmani";1
"Ucayali1";"Otocinclus_batmani";1
"Blanco_Baures";"Otocinclus_caxarari";1
"Guapore";"Otocinclus_caxarari";1
"Itonamas";"Otocinclus_caxarari";1
"Jiparana";"Otocinclus_caxarari";1
"Madera3";"Otocinclus_caxarari";1
"Madera4";"Otocinclus_caxarari";1
"Mamore1";"Otocinclus_caxarari";1
"Marmelos";"Otocinclus_caxarari";1
"Purus1";"Otocinclus_caxarari";1
"Purus2";"Otocinclus_caxarari";1
"Ucayali1";"Otocinclus_cocama";1
"Andira1";"Otocinclus_hoppei";1
"Candeias";"Otocinclus_hoppei";1
"Coari";"Otocinclus_hoppei";1
"Fresco";"Otocinclus_hoppei";1
"Japura1";"Otocinclus_hoppei";1
"Jiparana";"Otocinclus_hoppei";1
"Madera4";"Otocinclus_hoppei";1
"Negro2";"Otocinclus_hoppei";1
"Ucayali1";"Otocinclus_hoppei";1
"Ucayali2";"Otocinclus_hoppei";1
"Curaray";"Otocinclus_huaorani";1
"Jurua1";"Otocinclus_huaorani";1
"Napo2";"Otocinclus_huaorani";1
"Pachitea";"Otocinclus_huaorani";1
"Pastaza";"Otocinclus_huaorani";1
"Putumayo";"Otocinclus_huaorani";1
"Solimoes8";"Otocinclus_huaorani";1
"Tigre";"Otocinclus_huaorani";1
"Ucayali1";"Otocinclus_huaorani";1
"Juruena1";"Otocinclus_juruenae";1
"Caqueta1";"Otocinclus_macrospilus";1
"Curaray";"Otocinclus_macrospilus";1
"Huallaga";"Otocinclus_macrospilus";1
"Jamanxim";"Otocinclus_macrospilus";1
"Japura1";"Otocinclus_macrospilus";1
"Javary1";"Otocinclus_macrospilus";1
"Jurua1";"Otocinclus_macrospilus";1
"Maranon3";"Otocinclus_macrospilus";1
"Napo2";"Otocinclus_macrospilus";1
"Pastaza";"Otocinclus_macrospilus";1
"Putumayo";"Otocinclus_macrospilus";1
"Solimoes8";"Otocinclus_macrospilus";1
"Solimoes9";"Otocinclus_macrospilus";1
"Tigre";"Otocinclus_macrospilus";1
"Ucayali1";"Otocinclus_macrospilus";1
"Candeias";"Otocinclus_mangaba";1
"Madera3";"Otocinclus_mangaba";1
"Beni";"Otocinclus_mariae";1
"Blanco_Baures";"Otocinclus_mariae";1
"Chapare";"Otocinclus_mariae";1
"Curaray";"Otocinclus_mariae";1
"Fresco";"Otocinclus_mariae";1
"Guapore";"Otocinclus_mariae";1
"Mamore2";"Otocinclus_mariae";1
"Napo2";"Otocinclus_mariae";1
"Orthon";"Otocinclus_mariae";1
"Paru_Este";"Otocinclus_mariae";1
"Amazon5";"Otocinclus_mura";1
"Amazon8";"Otocinclus_mura";1
"Andira1";"Otocinclus_mura";1
"Aripuana";"Otocinclus_mura";1
"Candeias";"Otocinclus_mura";1
"Canuma";"Otocinclus_mura";1
"Guapore";"Otocinclus_mura";1
"Jiparana";"Otocinclus_mura";1
"Luna";"Otocinclus_mura";1
"Madera1";"Otocinclus_mura";1
"Madera3";"Otocinclus_mura";1
"Madera4";"Otocinclus_mura";1
"Mamore1";"Otocinclus_mura";1
"Marmelos";"Otocinclus_mura";1
"Purus1";"Otocinclus_mura";1
"Roosevelt";"Otocinclus_mura";1
"Tapajos1";"Otocinclus_mura";1
"Tapajos2";"Otocinclus_mura";1
"Abuna";"Otocinclus_vestitus";1
"Beni";"Otocinclus_vestitus";1
"Chapare";"Otocinclus_vestitus";1
"Grande";"Otocinclus_vestitus";1
"Guapore";"Otocinclus_vestitus";1
"Itonamas";"Otocinclus_vestitus";1
"Jiparana";"Otocinclus_vestitus";1
"Madera3";"Otocinclus_vestitus";1
"Madera4";"Otocinclus_vestitus";1
"Mamore2";"Otocinclus_vestitus";1
"Napo2";"Otocinclus_vestitus";1
"Solimoes8";"Otocinclus_vestitus";1
"Solimoes9";"Otocinclus_vestitus";1
"Tigre";"Otocinclus_vestitus";1
"Uaupes";"Otocinclus_vestitus";1
"Yacuma";"Otocinclus_vestitus";1
"Abuna";"Otocinclus_vittatus";1
"Amazon2";"Otocinclus_vittatus";1
"Beni";"Otocinclus_vittatus";1
"Blanco_Baures";"Otocinclus_vittatus";1
"Curua";"Otocinclus_vittatus";1
"Fresco";"Otocinclus_vittatus";1
"Grande";"Otocinclus_vittatus";1
"Guapore";"Otocinclus_vittatus";1
"Huallaga";"Otocinclus_vittatus";1
"Iriri";"Otocinclus_vittatus";1
"Itonamas";"Otocinclus_vittatus";1
"Jamanxim";"Otocinclus_vittatus";1
"Madre_Dios";"Otocinclus_vittatus";1
"Mamore1";"Otocinclus_vittatus";1
"Mamore2";"Otocinclus_vittatus";1
"Negro1";"Otocinclus_vittatus";1
"Orthon";"Otocinclus_vittatus";1
"Purus3";"Otocinclus_vittatus";1
"Tapajos1";"Otocinclus_vittatus";1
"Tapaua";"Otocinclus_vittatus";1
"Tigre";"Otocinclus_vittatus";1
"Xingu1";"Otocinclus_vittatus";1
"Xingu3";"Otocinclus_vittatus";1
"Xingu4";"Otocinclus_vittatus";1
"Xingu6";"Otocinclus_vittatus";1
"Yacuma";"Otocinclus_vittatus";1
"Amazon8";"Oxybrycon_parvulus";1
"Aripuana";"Oxybrycon_parvulus";1
"Candeias";"Oxybrycon_parvulus";1
"Canuma";"Oxybrycon_parvulus";1
"Guapore";"Oxybrycon_parvulus";1
"Jatapu";"Oxybrycon_parvulus";1
"Jiparana";"Oxybrycon_parvulus";1
"Madera1";"Oxybrycon_parvulus";1
"Madera2";"Oxybrycon_parvulus";1
"Madera3";"Oxybrycon_parvulus";1
"Madera4";"Oxybrycon_parvulus";1
"Mamore1";"Oxybrycon_parvulus";1
"Marmelos";"Oxybrycon_parvulus";1
"Negro3";"Oxybrycon_parvulus";1
"Negro5";"Oxybrycon_parvulus";1
"Purus1";"Oxybrycon_parvulus";1
"Solimoes9";"Oxybrycon_parvulus";1
"Tapajos1";"Oxybrycon_parvulus";1
"Uatuma1";"Oxybrycon_parvulus";1
"Ucayali1";"Oxybrycon_parvulus";1
"Amazon2";"Oxydoras_niger";1
"Amazon5";"Oxydoras_niger";1
"Amazon8";"Oxydoras_niger";1
"Amazon9";"Oxydoras_niger";1
"Andira1";"Oxydoras_niger";1
"Apaporis";"Oxydoras_niger";1
"Aripuana";"Oxydoras_niger";1
"Beni";"Oxydoras_niger";1
"Blanco_Baures";"Oxydoras_niger";1
"Branco";"Oxydoras_niger";1
"Candeias";"Oxydoras_niger";1
"Canuma";"Oxydoras_niger";1
"Caqueta1";"Oxydoras_niger";1
"Chapare";"Oxydoras_niger";1
"Coari";"Oxydoras_niger";1
"Curaray";"Oxydoras_niger";1
"Guapore";"Oxydoras_niger";1
"Huallaga";"Oxydoras_niger";1
"Iriri";"Oxydoras_niger";1
"Isiboro";"Oxydoras_niger";1
"Jamanxim";"Oxydoras_niger";1
"Japura1";"Oxydoras_niger";1
"Javary1";"Oxydoras_niger";1
"Jiparana";"Oxydoras_niger";1
"Jurua1";"Oxydoras_niger";1
"Luna";"Oxydoras_niger";1
"Madera1";"Oxydoras_niger";1
"Madera2";"Oxydoras_niger";1
"Madera3";"Oxydoras_niger";1
"Madera4";"Oxydoras_niger";1
"Madera6";"Oxydoras_niger";1
"Madre_Dios";"Oxydoras_niger";1
"Mamore1";"Oxydoras_niger";1
"Mamore2";"Oxydoras_niger";1
"Maranon1";"Oxydoras_niger";1
"Napo1";"Oxydoras_niger";1
"Napo2";"Oxydoras_niger";1
"Negro1";"Oxydoras_niger";1
"Orthon";"Oxydoras_niger";1
"Pastaza";"Oxydoras_niger";1
"Purus1";"Oxydoras_niger";1
"Putumayo";"Oxydoras_niger";1
"Santiago";"Oxydoras_niger";1
"Solimoes1";"Oxydoras_niger";1
"Solimoes2";"Oxydoras_niger";1
"Solimoes4";"Oxydoras_niger";1
"Solimoes7";"Oxydoras_niger";1
"Solimoes8";"Oxydoras_niger";1
"Solimoes9";"Oxydoras_niger";1
"Tapajos1";"Oxydoras_niger";1
"Tapajos2";"Oxydoras_niger";1
"Tefe";"Oxydoras_niger";1
"Trombetas1";"Oxydoras_niger";1
"Ucayali1";"Oxydoras_niger";1
"Urubamba";"Oxydoras_niger";1
"Xingu1";"Oxydoras_niger";1
"Amazon9";"Oxyropsis_acutirostra";1
"Branco";"Oxyropsis_acutirostra";1
"Curua_Una";"Oxyropsis_acutirostra";1
"Demini";"Oxyropsis_acutirostra";1
"Japura1";"Oxyropsis_acutirostra";1
"Negro1";"Oxyropsis_acutirostra";1
"Negro2";"Oxyropsis_acutirostra";1
"Negro3";"Oxyropsis_acutirostra";1
"Negro5";"Oxyropsis_acutirostra";1
"Solimoes1";"Oxyropsis_acutirostra";1
"Unini";"Oxyropsis_acutirostra";1
"Blanco_Baures";"Oxyropsis_carinata";1
"Branco";"Oxyropsis_carinata";1
"Candeias";"Oxyropsis_carinata";1
"Guapore";"Oxyropsis_carinata";1
"Itonamas";"Oxyropsis_carinata";1
"Japura1";"Oxyropsis_carinata";1
"Madera3";"Oxyropsis_carinata";1
"Negro1";"Oxyropsis_carinata";1
"Purus1";"Oxyropsis_carinata";1
"Purus2";"Oxyropsis_carinata";1
"Solimoes8";"Oxyropsis_carinata";1
"Solimoes9";"Oxyropsis_carinata";1
"Tefe";"Oxyropsis_carinata";1
"Ucayali1";"Oxyropsis_carinata";1
"Amazon9";"Oxyropsis_wrightiana";1
"Apaporis";"Oxyropsis_wrightiana";1
"Candeias";"Oxyropsis_wrightiana";1
"Caqueta1";"Oxyropsis_wrightiana";1
"Curaray";"Oxyropsis_wrightiana";1
"Japura1";"Oxyropsis_wrightiana";1
"Javary1";"Oxyropsis_wrightiana";1
"Jiparana";"Oxyropsis_wrightiana";1
"Jutai";"Oxyropsis_wrightiana";1
"Madera2";"Oxyropsis_wrightiana";1
"Maranon1";"Oxyropsis_wrightiana";1
"Maranon3";"Oxyropsis_wrightiana";1
"Negro1";"Oxyropsis_wrightiana";1
"Pastaza";"Oxyropsis_wrightiana";1
"Putumayo";"Oxyropsis_wrightiana";1
"Solimoes8";"Oxyropsis_wrightiana";1
"Solimoes9";"Oxyropsis_wrightiana";1
"Tapajos1";"Oxyropsis_wrightiana";1
"Tefe";"Oxyropsis_wrightiana";1
"Teles_Pires";"Oxyropsis_wrightiana";1
"Tigre";"Oxyropsis_wrightiana";1
"Uaupes";"Oxyropsis_wrightiana";1
"Ucayali1";"Oxyropsis_wrightiana";1
"Amazon2";"Pachypops_fourcroi";1
"Amazon5";"Pachypops_fourcroi";1
"Amazon8";"Pachypops_fourcroi";1
"Andira1";"Pachypops_fourcroi";1
"Aripuana";"Pachypops_fourcroi";1
"Branco";"Pachypops_fourcroi";1
"Candeias";"Pachypops_fourcroi";1
"Caqueta1";"Pachypops_fourcroi";1
"Curua_Una";"Pachypops_fourcroi";1
"Japura1";"Pachypops_fourcroi";1
"Jari";"Pachypops_fourcroi";1
"Jiparana";"Pachypops_fourcroi";1
"Jurua1";"Pachypops_fourcroi";1
"Luna";"Pachypops_fourcroi";1
"Madera1";"Pachypops_fourcroi";1
"Madera4";"Pachypops_fourcroi";1
"Madre_Dios";"Pachypops_fourcroi";1
"Negro1";"Pachypops_fourcroi";1
"Negro2";"Pachypops_fourcroi";1
"Negro3";"Pachypops_fourcroi";1
"Negro5";"Pachypops_fourcroi";1
"Nhamunda";"Pachypops_fourcroi";1
"Pachitea";"Pachypops_fourcroi";1
"Purus1";"Pachypops_fourcroi";1
"Putumayo";"Pachypops_fourcroi";1
"Solimoes1";"Pachypops_fourcroi";1
"Solimoes4";"Pachypops_fourcroi";1
"Solimoes9";"Pachypops_fourcroi";1
"Tapajos1";"Pachypops_fourcroi";1
"Tefe";"Pachypops_fourcroi";1
"Trombetas1";"Pachypops_fourcroi";1
"Uatuma1";"Pachypops_fourcroi";1
"Uaupes";"Pachypops_fourcroi";1
"Ucayali1";"Pachypops_fourcroi";1
"Unini";"Pachypops_fourcroi";1
"Xingu1";"Pachypops_fourcroi";1
"Xingu6";"Pachypops_fourcroi";1
"Amazon5";"Pachypops_pigmaeus";1
"Aripuana";"Pachypops_pigmaeus";1
"Branco";"Pachypops_pigmaeus";1
"Jiparana";"Pachypops_pigmaeus";1
"Mamore1";"Pachypops_pigmaeus";1
"Tapajos1";"Pachypops_pigmaeus";1
"Trombetas1";"Pachypops_pigmaeus";1
"Unini";"Pachypops_pigmaeus";1
"Xingu1";"Pachypops_pigmaeus";1
"Amazon2";"Pachypops_trifilis";1
"Amazon5";"Pachypops_trifilis";1
"Amazon8";"Pachypops_trifilis";1
"Andira1";"Pachypops_trifilis";1
"Aripuana";"Pachypops_trifilis";1
"Blanco_Baures";"Pachypops_trifilis";1
"Caqueta1";"Pachypops_trifilis";1
"Coari";"Pachypops_trifilis";1
"Guapore";"Pachypops_trifilis";1
"Jurua1";"Pachypops_trifilis";1
"Jutai";"Pachypops_trifilis";1
"Madera1";"Pachypops_trifilis";1
"Mamore2";"Pachypops_trifilis";1
"Negro1";"Pachypops_trifilis";1
"Purus3";"Pachypops_trifilis";1
"Solimoes1";"Pachypops_trifilis";1
"Tapajos1";"Pachypops_trifilis";1
"Tefe";"Pachypops_trifilis";1
"Teles_Pires";"Pachypops_trifilis";1
"Tigre";"Pachypops_trifilis";1
"Trombetas1";"Pachypops_trifilis";1
"Uatuma1";"Pachypops_trifilis";1
"Xingu1";"Pachypops_trifilis";1
"Amazon5";"Pachyurus_calhamazon";1
"Branco";"Pachyurus_calhamazon";1
"Trombetas1";"Pachyurus_calhamazon";1
"Amazon8";"Pachyurus_gabrielensis";1
"Branco";"Pachyurus_gabrielensis";1
"Javary1";"Pachyurus_gabrielensis";1
"Purus1";"Pachyurus_gabrielensis";1
"Unini";"Pachyurus_gabrielensis";1
"Amazon2";"Pachyurus_junki";1
"Amazon5";"Pachyurus_junki";1
"Amazon8";"Pachyurus_junki";1
"Aripuana";"Pachyurus_junki";1
