"basin";"variable";"value"
"Ucayali1";"Characidium_pteroides";1
"Beni";"Characidium_purpuratum";1
"Curaray";"Characidium_purpuratum";1
"Guapore";"Characidium_purpuratum";1
"Huallaga";"Characidium_purpuratum";1
"Madre_Dios";"Characidium_purpuratum";1
"Maranon3";"Characidium_purpuratum";1
"Maranon5";"Characidium_purpuratum";1
"Napo2";"Characidium_purpuratum";1
"Pachitea";"Characidium_purpuratum";1
"Pastaza";"Characidium_purpuratum";1
"Ucayali1";"Characidium_purpuratum";1
"Urubamba";"Characidium_purpuratum";1
"Solimoes8";"Characidium_roesseli";1
"Ucayali1";"Characidium_roesseli";1
"Beni";"Characidium_schindleri";1
"Chapare";"Characidium_schindleri";1
"Isiboro";"Characidium_schindleri";1
"Arinos";"Characidium_steindachneri";1
"Aripuana";"Characidium_steindachneri";1
"Blanco_Baures";"Characidium_steindachneri";1
"Branco";"Characidium_steindachneri";1
"Candeias";"Characidium_steindachneri";1
"Caqueta1";"Characidium_steindachneri";1
"Curaray";"Characidium_steindachneri";1
"Grande";"Characidium_steindachneri";1
"Guapore";"Characidium_steindachneri";1
"Jiparana";"Characidium_steindachneri";1
"Jurua1";"Characidium_steindachneri";1
"Juruena1";"Characidium_steindachneri";1
"Madera4";"Characidium_steindachneri";1
"Mamore1";"Characidium_steindachneri";1
"Maranon3";"Characidium_steindachneri";1
"Maranon5";"Characidium_steindachneri";1
"Napo1";"Characidium_steindachneri";1
"Napo2";"Characidium_steindachneri";1
"Negro1";"Characidium_steindachneri";1
"Pachitea";"Characidium_steindachneri";1
"Pastaza";"Characidium_steindachneri";1
"Purus1";"Characidium_steindachneri";1
"Putumayo";"Characidium_steindachneri";1
"Solimoes8";"Characidium_steindachneri";1
"Solimoes9";"Characidium_steindachneri";1
"Teles_Pires";"Characidium_steindachneri";1
"Uaupes";"Characidium_steindachneri";1
"Urubamba";"Characidium_steindachneri";1
"Xingu1";"Characidium_steindachneri";1
"Mamore1";"Characidium_summus";1
"Xingu6";"Characidium_xavante";1
"Amazon2";"Characidium_zebra";1
"Amazon5";"Characidium_zebra";1
"Amazon8";"Characidium_zebra";1
"Aripuana";"Characidium_zebra";1
"Bacaja";"Characidium_zebra";1
"Beni";"Characidium_zebra";1
"Blanco_Baures";"Characidium_zebra";1
"Branco";"Characidium_zebra";1
"Candeias";"Characidium_zebra";1
"Caqueta1";"Characidium_zebra";1
"Curua";"Characidium_zebra";1
"Fresco";"Characidium_zebra";1
"Grande";"Characidium_zebra";1
"Guapore";"Characidium_zebra";1
"Huallaga";"Characidium_zebra";1
"Iriri";"Characidium_zebra";1
"Jamanxim";"Characidium_zebra";1
"Japura1";"Characidium_zebra";1
"Jari";"Characidium_zebra";1
"Jiparana";"Characidium_zebra";1
"Juruena1";"Characidium_zebra";1
"Jutai";"Characidium_zebra";1
"Luna";"Characidium_zebra";1
"Madera1";"Characidium_zebra";1
"Madera4";"Characidium_zebra";1
"Madre_Dios";"Characidium_zebra";1
"Mamore2";"Characidium_zebra";1
"Maranon5";"Characidium_zebra";1
"Napo2";"Characidium_zebra";1
"Negro1";"Characidium_zebra";1
"Negro5";"Characidium_zebra";1
"Pachitea";"Characidium_zebra";1
"Paru_Este";"Characidium_zebra";1
"Pastaza";"Characidium_zebra";1
"Purus1";"Characidium_zebra";1
"Purus2";"Characidium_zebra";1
"Santiago";"Characidium_zebra";1
"Solimoes1";"Characidium_zebra";1
"Solimoes7";"Characidium_zebra";1
"Solimoes8";"Characidium_zebra";1
"Solimoes9";"Characidium_zebra";1
"Tapajos1";"Characidium_zebra";1
"Tapajos2";"Characidium_zebra";1
"Tapaua";"Characidium_zebra";1
"Teles_Pires";"Characidium_zebra";1
"Tigre";"Characidium_zebra";1
"Trombetas1";"Characidium_zebra";1
"Uaupes";"Characidium_zebra";1
"Ucayali1";"Characidium_zebra";1
"Urubamba";"Characidium_zebra";1
"Xingu1";"Characidium_zebra";1
"Xingu3";"Characidium_zebra";1
"Xingu4";"Characidium_zebra";1
"Xingu6";"Characidium_zebra";1
"Yacuma";"Characidium_zebra";1
"Abuna";"Charax_caudimaculatus";1
"Amazon2";"Charax_caudimaculatus";1
"Beni";"Charax_caudimaculatus";1
"Blanco_Baures";"Charax_caudimaculatus";1
"Curaray";"Charax_caudimaculatus";1
"Guapore";"Charax_caudimaculatus";1
"Huallaga";"Charax_caudimaculatus";1
"Iriri";"Charax_caudimaculatus";1
"Jurua1";"Charax_caudimaculatus";1
"Luna";"Charax_caudimaculatus";1
"Madera1";"Charax_caudimaculatus";1
"Madera2";"Charax_caudimaculatus";1
"Madera3";"Charax_caudimaculatus";1
"Madera4";"Charax_caudimaculatus";1
"Madre_Dios";"Charax_caudimaculatus";1
"Napo2";"Charax_caudimaculatus";1
"Orthon";"Charax_caudimaculatus";1
"Pachitea";"Charax_caudimaculatus";1
"Purus3";"Charax_caudimaculatus";1
"Roosevelt";"Charax_caudimaculatus";1
"Tefe";"Charax_caudimaculatus";1
"Urubamba";"Charax_caudimaculatus";1
"Amazon5";"Charax_condei";1
"Amazon8";"Charax_condei";1
"Amazon9";"Charax_condei";1
"Branco";"Charax_condei";1
"Demini";"Charax_condei";1
"Luna";"Charax_condei";1
"Napo2";"Charax_condei";1
"Negro1";"Charax_condei";1
"Negro2";"Charax_condei";1
"Negro3";"Charax_condei";1
"Negro5";"Charax_condei";1
"Nhamunda";"Charax_condei";1
"Solimoes1";"Charax_condei";1
"Solimoes8";"Charax_condei";1
"Tapajos1";"Charax_condei";1
"Trombetas1";"Charax_condei";1
"Xingu1";"Charax_condei";1
"Uaupes";"Charax_delimai";1
"Amazon2";"Charax_gibbosus";1
"Amazon5";"Charax_gibbosus";1
"Amazon8";"Charax_gibbosus";1
"Amazon9";"Charax_gibbosus";1
"Andira1";"Charax_gibbosus";1
"Apaporis";"Charax_gibbosus";1
"Bacaja";"Charax_gibbosus";1
"Beni";"Charax_gibbosus";1
"Blanco_Baures";"Charax_gibbosus";1
"Branco";"Charax_gibbosus";1
"Candeias";"Charax_gibbosus";1
"Canuma";"Charax_gibbosus";1
"Caqueta1";"Charax_gibbosus";1
"Chapare";"Charax_gibbosus";1
"Coari";"Charax_gibbosus";1
"Curaray";"Charax_gibbosus";1
"Grande";"Charax_gibbosus";1
"Guapore";"Charax_gibbosus";1
"Huallaga";"Charax_gibbosus";1
"Isiboro";"Charax_gibbosus";1
"Itonamas";"Charax_gibbosus";1
"Jamanxim";"Charax_gibbosus";1
"Japura1";"Charax_gibbosus";1
"Javary1";"Charax_gibbosus";1
"Jiparana";"Charax_gibbosus";1
"Luna";"Charax_gibbosus";1
"Madera1";"Charax_gibbosus";1
"Madera3";"Charax_gibbosus";1
"Madera4";"Charax_gibbosus";1
"Madera6";"Charax_gibbosus";1
"Madre_Dios";"Charax_gibbosus";1
"Mamore1";"Charax_gibbosus";1
"Mamore2";"Charax_gibbosus";1
"Napo2";"Charax_gibbosus";1
"Negro1";"Charax_gibbosus";1
"Negro5";"Charax_gibbosus";1
"Orthon";"Charax_gibbosus";1
"Pastaza";"Charax_gibbosus";1
"Purus1";"Charax_gibbosus";1
"Purus3";"Charax_gibbosus";1
"Putumayo";"Charax_gibbosus";1
"Solimoes1";"Charax_gibbosus";1
"Solimoes2";"Charax_gibbosus";1
"Solimoes3";"Charax_gibbosus";1
"Solimoes4";"Charax_gibbosus";1
"Solimoes8";"Charax_gibbosus";1
"Solimoes9";"Charax_gibbosus";1
"Tapajos1";"Charax_gibbosus";1
"Tapajos2";"Charax_gibbosus";1
"Tefe";"Charax_gibbosus";1
"Uatuma1";"Charax_gibbosus";1
"Ucayali1";"Charax_gibbosus";1
"Unini";"Charax_gibbosus";1
"Xingu1";"Charax_gibbosus";1
"Xingu3";"Charax_gibbosus";1
"Yacuma";"Charax_gibbosus";1
"Amazon2";"Charax_hemigrammus";1
"Amazon5";"Charax_hemigrammus";1
"Jurua1";"Charax_hemigrammus";1
"Luna";"Charax_hemigrammus";1
"Negro1";"Charax_hemigrammus";1
"Nhamunda";"Charax_hemigrammus";1
"Solimoes1";"Charax_hemigrammus";1
"Japura1";"Charax_leticiae";1
"Madera3";"Charax_leticiae";1
"Purus3";"Charax_leticiae";1
"Solimoes8";"Charax_leticiae";1
"Teles_Pires";"Charax_leticiae";1
"Xingu1";"Charax_leticiae";1
"Xingu3";"Charax_leticiae";1
"Amazon8";"Charax_macrolepis";1
"Beni";"Charax_macrolepis";1
"Blanco_Baures";"Charax_macrolepis";1
"Branco";"Charax_macrolepis";1
"Guapore";"Charax_macrolepis";1
"Itonamas";"Charax_macrolepis";1
"Luna";"Charax_macrolepis";1
"Madera2";"Charax_macrolepis";1
"Madera4";"Charax_macrolepis";1
"Madre_Dios";"Charax_macrolepis";1
"Mamore1";"Charax_macrolepis";1
"Amazon2";"Charax_michaeli";1
"Amazon5";"Charax_michaeli";1
"Apaporis";"Charax_michaeli";1
"Blanco_Baures";"Charax_michaeli";1
"Branco";"Charax_michaeli";1
"Caqueta1";"Charax_michaeli";1
"Jari";"Charax_michaeli";1
"Javary1";"Charax_michaeli";1
"Jiparana";"Charax_michaeli";1
"Jurua1";"Charax_michaeli";1
"Madera3";"Charax_michaeli";1
"Maranon1";"Charax_michaeli";1
"Napo2";"Charax_michaeli";1
"Negro1";"Charax_michaeli";1
"Purus3";"Charax_michaeli";1
"Putumayo";"Charax_michaeli";1
"Solimoes1";"Charax_michaeli";1
"Solimoes3";"Charax_michaeli";1
"Solimoes7";"Charax_michaeli";1
"Solimoes8";"Charax_michaeli";1
"Solimoes9";"Charax_michaeli";1
"Tefe";"Charax_michaeli";1
"Tigre";"Charax_michaeli";1
"Uaupes";"Charax_michaeli";1
"Ucayali1";"Charax_michaeli";1
"Amazon2";"Charax_pauciradiatus";1
"Amazon8";"Charax_pauciradiatus";1
"Amazon9";"Charax_pauciradiatus";1
"Beni";"Charax_pauciradiatus";1
"Candeias";"Charax_pauciradiatus";1
"Curua_Una";"Charax_pauciradiatus";1
"Guapore";"Charax_pauciradiatus";1
"Madre_Dios";"Charax_pauciradiatus";1
"Negro1";"Charax_pauciradiatus";1
"Negro3";"Charax_pauciradiatus";1
"Uaupes";"Charax_pauciradiatus";1
"Unini";"Charax_pauciradiatus";1
"Trombetas1";"Charax_rupununi";1
"Unini";"Charax_rupununi";1
"Apurimac1";"Charax_tectifer";1
"Caqueta1";"Charax_tectifer";1
"Curaray";"Charax_tectifer";1
"Javary1";"Charax_tectifer";1
"Jurua1";"Charax_tectifer";1
"Jutai";"Charax_tectifer";1
"Madera3";"Charax_tectifer";1
"Madre_Dios";"Charax_tectifer";1
"Maranon3";"Charax_tectifer";1
"Maranon5";"Charax_tectifer";1
"Napo1";"Charax_tectifer";1
"Napo2";"Charax_tectifer";1
"Negro3";"Charax_tectifer";1
"Pachitea";"Charax_tectifer";1
"Pastaza";"Charax_tectifer";1
"Purus3";"Charax_tectifer";1
"Putumayo";"Charax_tectifer";1
"Santiago";"Charax_tectifer";1
"Solimoes1";"Charax_tectifer";1
"Solimoes4";"Charax_tectifer";1
"Solimoes7";"Charax_tectifer";1
"Solimoes8";"Charax_tectifer";1
"Solimoes9";"Charax_tectifer";1
"Tigre";"Charax_tectifer";1
"Uaupes";"Charax_tectifer";1
"Ucayali1";"Charax_tectifer";1
"Ucayali2";"Charax_tectifer";1
"Urubamba";"Charax_tectifer";1
"Amazon5";"Chasmocranus_longior";1
"Amazon8";"Chasmocranus_longior";1
"Branco";"Chasmocranus_longior";1
"Madre_Dios";"Chasmocranus_longior";1
"Negro3";"Chasmocranus_longior";1
"Orthon";"Chasmocranus_longior";1
"Solimoes2";"Chasmocranus_longior";1
"Tigre";"Chasmocranus_longior";1
"Trombetas1";"Chasmocranus_longior";1
"Uatuma1";"Chasmocranus_longior";1
"Xingu1";"Chasmocranus_longior";1
"Maranon3";"Chasmocranus_peruanus";1
"Maranon5";"Chasmocranus_peruanus";1
"Urubamba";"Chasmocranus_peruanus";1
"Caqueta1";"Chasmocranus_quadrizonatus";1
"Maranon5";"Chasmocranus_quadrizonatus";1
"Urubamba";"Chasmocranus_quadrizonatus";1
"Abuna";"Cheirocerus_eques";1
"Aripuana";"Cheirocerus_eques";1
"Beni";"Cheirocerus_eques";1
"Candeias";"Cheirocerus_eques";1
"Caqueta1";"Cheirocerus_eques";1
"Curaray";"Cheirocerus_eques";1
"Guapore";"Cheirocerus_eques";1
"Javary1";"Cheirocerus_eques";1
"Jiparana";"Cheirocerus_eques";1
"Jurua1";"Cheirocerus_eques";1
"Madera1";"Cheirocerus_eques";1
"Madera3";"Cheirocerus_eques";1
"Madera4";"Cheirocerus_eques";1
"Madera6";"Cheirocerus_eques";1
"Madre_Dios";"Cheirocerus_eques";1
"Mamore1";"Cheirocerus_eques";1
"Maranon1";"Cheirocerus_eques";1
"Maranon3";"Cheirocerus_eques";1
"Napo1";"Cheirocerus_eques";1
"Napo2";"Cheirocerus_eques";1
"Orthon";"Cheirocerus_eques";1
"Pastaza";"Cheirocerus_eques";1
"Purus3";"Cheirocerus_eques";1
"Putumayo";"Cheirocerus_eques";1
"Solimoes9";"Cheirocerus_eques";1
"Tigre";"Cheirocerus_eques";1
"Uatuma1";"Cheirocerus_eques";1
"Ucayali1";"Cheirocerus_eques";1
"Ucayali2";"Cheirocerus_eques";1
"Urubamba";"Cheirocerus_eques";1
"Amazon5";"Cheirocerus_goeldii";1
"Amazon8";"Cheirocerus_goeldii";1
"Amazon9";"Cheirocerus_goeldii";1
"Aripuana";"Cheirocerus_goeldii";1
"Branco";"Cheirocerus_goeldii";1
"Candeias";"Cheirocerus_goeldii";1
"Curaray";"Cheirocerus_goeldii";1
"Japura1";"Cheirocerus_goeldii";1
"Javary1";"Cheirocerus_goeldii";1
"Jiparana";"Cheirocerus_goeldii";1
"Jurua1";"Cheirocerus_goeldii";1
"Jutai";"Cheirocerus_goeldii";1
"Madera1";"Cheirocerus_goeldii";1
"Madera2";"Cheirocerus_goeldii";1
"Madera3";"Cheirocerus_goeldii";1
"Madera4";"Cheirocerus_goeldii";1
"Madre_Dios";"Cheirocerus_goeldii";1
"Maranon1";"Cheirocerus_goeldii";1
"Maranon3";"Cheirocerus_goeldii";1
"Negro2";"Cheirocerus_goeldii";1
"Purus1";"Cheirocerus_goeldii";1
"Putumayo";"Cheirocerus_goeldii";1
"Solimoes3";"Cheirocerus_goeldii";1
"Solimoes4";"Cheirocerus_goeldii";1
"Solimoes7";"Cheirocerus_goeldii";1
"Solimoes8";"Cheirocerus_goeldii";1
"Solimoes9";"Cheirocerus_goeldii";1
"Tapajos1";"Cheirocerus_goeldii";1
"Tefe";"Cheirocerus_goeldii";1
"Ucayali1";"Cheirocerus_goeldii";1
"Madre_Dios";"Cheirodon_luelingi";1
"Maranon5";"Cheirodon_luelingi";1
"Purus3";"Cheirodon_luelingi";1
"Ucayali1";"Cheirodon_luelingi";1
"Urubamba";"Cheirodon_luelingi";1
"Madre_Dios";"Cheirodon_ortegai";1
"Pachitea";"Cheirodon_ortegai";1
"Solimoes9";"Cheirodon_ortegai";1
"Ucayali1";"Cheirodon_ortegai";1
"Jiparana";"Chilodus_fritillus";1
"Madera4";"Chilodus_fritillus";1
"Madera6";"Chilodus_fritillus";1
"Madre_Dios";"Chilodus_fritillus";1
"Mamore1";"Chilodus_fritillus";1
"Orthon";"Chilodus_fritillus";1
"Amazon8";"Chilodus_gracilis";1
"Andira1";"Chilodus_gracilis";1
"Candeias";"Chilodus_gracilis";1
"Caqueta1";"Chilodus_gracilis";1
"Jamanxim";"Chilodus_gracilis";1
"Japura1";"Chilodus_gracilis";1
"Javary1";"Chilodus_gracilis";1
"Madera3";"Chilodus_gracilis";1
"Napo1";"Chilodus_gracilis";1
"Negro1";"Chilodus_gracilis";1
"Negro2";"Chilodus_gracilis";1
"Negro3";"Chilodus_gracilis";1
"Negro5";"Chilodus_gracilis";1
"Purus1";"Chilodus_gracilis";1
"Purus3";"Chilodus_gracilis";1
"Putumayo";"Chilodus_gracilis";1
"Solimoes3";"Chilodus_gracilis";1
"Solimoes8";"Chilodus_gracilis";1
"Solimoes9";"Chilodus_gracilis";1
"Tapajos2";"Chilodus_gracilis";1
"Tefe";"Chilodus_gracilis";1
"Uaupes";"Chilodus_gracilis";1
"Amazon2";"Chilodus_punctatus";1
"Amazon5";"Chilodus_punctatus";1
"Amazon8";"Chilodus_punctatus";1
"Amazon9";"Chilodus_punctatus";1
"Andira1";"Chilodus_punctatus";1
"Apaporis";"Chilodus_punctatus";1
"Aripuana";"Chilodus_punctatus";1
"Beni";"Chilodus_punctatus";1
"Blanco_Baures";"Chilodus_punctatus";1
"Branco";"Chilodus_punctatus";1
"Caqueta1";"Chilodus_punctatus";1
"Curaray";"Chilodus_punctatus";1
"Curua_Una";"Chilodus_punctatus";1
"Demini";"Chilodus_punctatus";1
"Guapore";"Chilodus_punctatus";1
"Iriri";"Chilodus_punctatus";1
"Itonamas";"Chilodus_punctatus";1
"Jamanxim";"Chilodus_punctatus";1
"Japura1";"Chilodus_punctatus";1
"Jari";"Chilodus_punctatus";1
"Jatapu";"Chilodus_punctatus";1
"Javary1";"Chilodus_punctatus";1
"Jurua1";"Chilodus_punctatus";1
"Jutai";"Chilodus_punctatus";1
"Luna";"Chilodus_punctatus";1
"Madera2";"Chilodus_punctatus";1
"Madera3";"Chilodus_punctatus";1
"Madera4";"Chilodus_punctatus";1
"Madre_Dios";"Chilodus_punctatus";1
"Mamore1";"Chilodus_punctatus";1
"Maranon1";"Chilodus_punctatus";1
"Napo2";"Chilodus_punctatus";1
"Negro1";"Chilodus_punctatus";1
"Negro3";"Chilodus_punctatus";1
"Negro5";"Chilodus_punctatus";1
"Orthon";"Chilodus_punctatus";1
"Purus1";"Chilodus_punctatus";1
"Purus3";"Chilodus_punctatus";1
"Putumayo";"Chilodus_punctatus";1
"Solimoes1";"Chilodus_punctatus";1
"Solimoes3";"Chilodus_punctatus";1
"Solimoes4";"Chilodus_punctatus";1
"Solimoes8";"Chilodus_punctatus";1
"Solimoes9";"Chilodus_punctatus";1
"Tapajos1";"Chilodus_punctatus";1
"Tapajos2";"Chilodus_punctatus";1
"Tapaua";"Chilodus_punctatus";1
"Tefe";"Chilodus_punctatus";1
"Tigre";"Chilodus_punctatus";1
"Trombetas1";"Chilodus_punctatus";1
"Uatuma1";"Chilodus_punctatus";1
"Uaupes";"Chilodus_punctatus";1
"Ucayali1";"Chilodus_punctatus";1
"Unini";"Chilodus_punctatus";1
"Xingu1";"Chilodus_punctatus";1
"Candeias";"Chrysobrycon_eliasi";1
"Curaray";"Chrysobrycon_eliasi";1
"Madre_Dios";"Chrysobrycon_eliasi";1
"Napo1";"Chrysobrycon_eliasi";1
"Purus3";"Chrysobrycon_eliasi";1
"Putumayo";"Chrysobrycon_eliasi";1
"Ucayali1";"Chrysobrycon_eliasi";1
"Abuna";"Chrysobrycon_hesperus";1
"Curaray";"Chrysobrycon_hesperus";1
"Madera3";"Chrysobrycon_hesperus";1
"Madera4";"Chrysobrycon_hesperus";1
"Maranon3";"Chrysobrycon_hesperus";1
"Napo2";"Chrysobrycon_hesperus";1
"Pastaza";"Chrysobrycon_hesperus";1
"Purus3";"Chrysobrycon_hesperus";1
"Putumayo";"Chrysobrycon_hesperus";1
"Santiago";"Chrysobrycon_hesperus";1
"Solimoes8";"Chrysobrycon_hesperus";1
"Tigre";"Chrysobrycon_hesperus";1
"Ucayali1";"Chrysobrycon_hesperus";1
"Putumayo";"Chrysobrycon_mojicai";1
"Solimoes7";"Chrysobrycon_mojicai";1
"Solimoes8";"Chrysobrycon_mojicai";1
"Curaray";"Chrysobrycon_myersi";1
"Huallaga";"Chrysobrycon_myersi";1
"Napo2";"Chrysobrycon_myersi";1
"Pachitea";"Chrysobrycon_myersi";1
"Putumayo";"Chrysobrycon_myersi";1
"Ucayali1";"Chrysobrycon_myersi";1
"Ucayali2";"Chrysobrycon_myersi";1
"Urubamba";"Chrysobrycon_myersi";1
"Ucayali1";"Chrysobrycon_yoliae";1
"Negro5";"Cichla_intermedia";1
"Jari";"Cichla_jariina";1
"Bacaja";"Cichla_melaniae";1
"Iriri";"Cichla_melaniae";1
"Xingu1";"Cichla_melaniae";1
"Arinos";"Cichla_mirianae";1
"Jamanxim";"Cichla_mirianae";1
"Juruena1";"Cichla_mirianae";1
"Teles_Pires";"Cichla_mirianae";1
"Xingu3";"Cichla_mirianae";1
"Xingu6";"Cichla_mirianae";1
"Amazon2";"Cichla_monoculus";1
"Amazon5";"Cichla_monoculus";1
"Amazon8";"Cichla_monoculus";1
"Amazon9";"Cichla_monoculus";1
"Andira1";"Cichla_monoculus";1
"Apaporis";"Cichla_monoculus";1
"Arinos";"Cichla_monoculus";1
"Aripuana";"Cichla_monoculus";1
"Bacaja";"Cichla_monoculus";1
"Beni";"Cichla_monoculus";1
"Blanco_Baures";"Cichla_monoculus";1
"Branco";"Cichla_monoculus";1
"Candeias";"Cichla_monoculus";1
"Canuma";"Cichla_monoculus";1
"Caqueta1";"Cichla_monoculus";1
"Coari";"Cichla_monoculus";1
"Curaray";"Cichla_monoculus";1
"Guapore";"Cichla_monoculus";1
"Huallaga";"Cichla_monoculus";1
"Itonamas";"Cichla_monoculus";1
"Jamanxim";"Cichla_monoculus";1
"Japura1";"Cichla_monoculus";1
"Jari";"Cichla_monoculus";1
"Javary1";"Cichla_monoculus";1
"Jiparana";"Cichla_monoculus";1
"Jurua1";"Cichla_monoculus";1
"Jutai";"Cichla_monoculus";1
"Luna";"Cichla_monoculus";1
"Madera1";"Cichla_monoculus";1
"Madera2";"Cichla_monoculus";1
"Madera3";"Cichla_monoculus";1
"Madera4";"Cichla_monoculus";1
"Madera6";"Cichla_monoculus";1
"Mamore1";"Cichla_monoculus";1
"Mamore2";"Cichla_monoculus";1
"Maranon1";"Cichla_monoculus";1
"Maues";"Cichla_monoculus";1
"Napo1";"Cichla_monoculus";1
"Napo2";"Cichla_monoculus";1
"Negro1";"Cichla_monoculus";1
"Negro2";"Cichla_monoculus";1
"Negro3";"Cichla_monoculus";1
"Negro5";"Cichla_monoculus";1
"Nhamunda";"Cichla_monoculus";1
"Orthon";"Cichla_monoculus";1
"Pachitea";"Cichla_monoculus";1
"Paru_Este";"Cichla_monoculus";1
"Pastaza";"Cichla_monoculus";1
"Purus1";"Cichla_monoculus";1
"Purus2";"Cichla_monoculus";1
"Purus3";"Cichla_monoculus";1
"Putumayo";"Cichla_monoculus";1
"Solimoes1";"Cichla_monoculus";1
"Solimoes2";"Cichla_monoculus";1
"Solimoes3";"Cichla_monoculus";1
"Solimoes4";"Cichla_monoculus";1
"Solimoes7";"Cichla_monoculus";1
"Solimoes8";"Cichla_monoculus";1
"Solimoes9";"Cichla_monoculus";1
"Tapajos1";"Cichla_monoculus";1
"Tapajos2";"Cichla_monoculus";1
"Tefe";"Cichla_monoculus";1
"Teles_Pires";"Cichla_monoculus";1
"Tigre";"Cichla_monoculus";1
"Trombetas1";"Cichla_monoculus";1
"Uatuma1";"Cichla_monoculus";1
"Ucayali1";"Cichla_monoculus";1
"Unini";"Cichla_monoculus";1
"Urubamba";"Cichla_monoculus";1
"Xingu1";"Cichla_monoculus";1
"Xingu6";"Cichla_monoculus";1
"Apaporis";"Cichla_nigromaculata";1
"Negro1";"Cichla_nigromaculata";1
"Negro3";"Cichla_nigromaculata";1
"Negro5";"Cichla_nigromaculata";1
"Amazon2";"Cichla_ocellaris";1
"Amazon5";"Cichla_ocellaris";1
"Amazon8";"Cichla_ocellaris";1
"Amazon9";"Cichla_ocellaris";1
"Blanco_Baures";"Cichla_ocellaris";1
"Branco";"Cichla_ocellaris";1
"Caqueta1";"Cichla_ocellaris";1
"Chapare";"Cichla_ocellaris";1
"Curua_Una";"Cichla_ocellaris";1
"Fresco";"Cichla_ocellaris";1
"Guapore";"Cichla_ocellaris";1
"Itonamas";"Cichla_ocellaris";1
"Juruena1";"Cichla_ocellaris";1
"Jutai";"Cichla_ocellaris";1
"Luna";"Cichla_ocellaris";1
"Madera3";"Cichla_ocellaris";1
"Madre_Dios";"Cichla_ocellaris";1
"Mamore2";"Cichla_ocellaris";1
"Marmelos";"Cichla_ocellaris";1
"Negro1";"Cichla_ocellaris";1
"Negro5";"Cichla_ocellaris";1
"Nhamunda";"Cichla_ocellaris";1
"Purus3";"Cichla_ocellaris";1
"Putumayo";"Cichla_ocellaris";1
"Solimoes1";"Cichla_ocellaris";1
"Solimoes2";"Cichla_ocellaris";1
"Solimoes3";"Cichla_ocellaris";1
"Solimoes7";"Cichla_ocellaris";1
"Solimoes8";"Cichla_ocellaris";1
"Solimoes9";"Cichla_ocellaris";1
"Tapajos1";"Cichla_ocellaris";1
"Tapajos2";"Cichla_ocellaris";1
"Tefe";"Cichla_ocellaris";1
"Teles_Pires";"Cichla_ocellaris";1
"Ucayali1";"Cichla_ocellaris";1
"Xingu1";"Cichla_ocellaris";1
"Amazon9";"Cichla_orinocensis";1
"Branco";"Cichla_orinocensis";1
"Caqueta1";"Cichla_orinocensis";1
"Negro1";"Cichla_orinocensis";1
"Negro2";"Cichla_orinocensis";1
"Negro3";"Cichla_orinocensis";1
"Negro5";"Cichla_orinocensis";1
"Solimoes1";"Cichla_orinocensis";1
"Tapaua";"Cichla_orinocensis";1
"Uatuma1";"Cichla_orinocensis";1
"Uaupes";"Cichla_orinocensis";1
"Unini";"Cichla_orinocensis";1
"Amazon2";"Cichla_pinima";1
"Aripuana";"Cichla_pinima";1
"Candeias";"Cichla_pinima";1
"Canuma";"Cichla_pinima";1
"Curua_Una";"Cichla_pinima";1
"Japura1";"Cichla_pinima";1
"Jatapu";"Cichla_pinima";1
"Jiparana";"Cichla_pinima";1
"Juruena1";"Cichla_pinima";1
"Luna";"Cichla_pinima";1
"Madera1";"Cichla_pinima";1
"Madera3";"Cichla_pinima";1
"Maues";"Cichla_pinima";1
"Nhamunda";"Cichla_pinima";1
"Paru_Este";"Cichla_pinima";1
"Roosevelt";"Cichla_pinima";1
"Tapajos1";"Cichla_pinima";1
"Tapajos2";"Cichla_pinima";1
"Teles_Pires";"Cichla_pinima";1
"Xingu1";"Cichla_pinima";1
"Abuna";"Cichla_pleiozona";1
"Aripuana";"Cichla_pleiozona";1
"Beni";"Cichla_pleiozona";1
"Blanco_Baures";"Cichla_pleiozona";1
"Candeias";"Cichla_pleiozona";1
"Canuma";"Cichla_pleiozona";1
"Chapare";"Cichla_pleiozona";1
"Guapore";"Cichla_pleiozona";1
"Isiboro";"Cichla_pleiozona";1
"Itonamas";"Cichla_pleiozona";1
"Jiparana";"Cichla_pleiozona";1
"Juruena1";"Cichla_pleiozona";1
"Madera1";"Cichla_pleiozona";1
"Madera2";"Cichla_pleiozona";1
"Madera3";"Cichla_pleiozona";1
"Madera4";"Cichla_pleiozona";1
"Madera6";"Cichla_pleiozona";1
"Madre_Dios";"Cichla_pleiozona";1
"Mamore1";"Cichla_pleiozona";1
"Mamore2";"Cichla_pleiozona";1
"Marmelos";"Cichla_pleiozona";1
"Orthon";"Cichla_pleiozona";1
"Purus1";"Cichla_pleiozona";1
"Roosevelt";"Cichla_pleiozona";1
"Xingu1";"Cichla_pleiozona";1
"Yacuma";"Cichla_pleiozona";1
"Amazon1";"Cichlasoma_amazonarum";1
"Amazon2";"Cichlasoma_amazonarum";1
"Amazon5";"Cichlasoma_amazonarum";1
"Amazon8";"Cichlasoma_amazonarum";1
"Amazon9";"Cichlasoma_amazonarum";1
"Andira1";"Cichlasoma_amazonarum";1
"Beni";"Cichlasoma_amazonarum";1
"Blanco_Baures";"Cichlasoma_amazonarum";1
